exit,fitness,n_valid,pf_is,pf_oos,mk_oos_z2
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,31.7
Ret_96,22.5,6,1.0561586935155096,1.3454096135166937,8.0
Ret_96,0.0,6,1.0789414105012567,1.4861144733214882,88.8
Ret_96,45.625,6,1.1598637252377098,1.5387614975843997,70.39999999999999
Ret_72,14.374999999999998,6,1.0861143673936506,1.1534455701709716,14.799999999999999
Ret_96,14.875,6,1.0790134082320026,1.3940318802535292,33.800000000000004
Ret_96,29.75,6,1.2016370583978178,1.350172941145696,32.7
Ret_96,80.375,6,1.207477372316563,1.4677937714770923,68.0
Ret_96,0.0,6,1.0632908367235883,1.4077689858497275,28.199999999999996
Ret_96,16.25,6,1.0643190011359132,1.3794223262202323,23.5
Ret_96,2.625,6,1.0456422173186535,1.4372677664723796,51.9
Ret_96,76.75,6,1.205558376286503,1.5649079759789106,86.0
Ret_96,0.0,6,1.0597079868315569,1.4407719562631827,84.2
Ret_72,11.75,6,1.072433356458074,1.4576683841668847,85.5
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,37.4
Ret_96,41.375,6,1.0753664193650188,1.444799856591151,51.6
Ret_96,0.0,6,1.0639896377173896,1.4123338491602264,15.8
Ret_96,28.625,6,1.0559663051169508,1.3705246911618711,6.6000000000000005
Ret_96,37.875,6,1.1045131851910168,1.5232883307162208,74.4
Ret_72,0.0,6,1.0376294199197327,1.149135605921725,18.7
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,35.4
Ret_96,68.75,6,1.0680953929093049,1.453770209416216,65.4
Ret_96,27.750000000000004,6,1.0709005242368423,1.4018052511784524,35.0
Ret_96,11.125,6,1.0601907439843263,1.4751561492483047,82.3
Ret_96,7.000000000000001,6,1.063255935162876,1.3738544490967897,21.2
Ret_72,0.0,6,1.0335973837043348,1.3028949406509311,27.800000000000004
Ret_72,26.125,6,1.099496862188345,1.2520754630212254,2.4
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,36.0
Ret_96,88.875,6,1.204514485452947,1.4931190008752313,51.5
Ret_96,27.500000000000004,6,1.1114868764768218,1.5963902802447527,85.5
Ret_96,7.249999999999999,6,1.0634789862339749,1.3843106214514058,35.099999999999994
Ret_96,31.25,6,1.0947402501541086,1.2463169964975123,0.0
Ret_72,31.75,6,1.0575240065751694,1.3670564944807695,53.900000000000006
Ret_96,28.625,6,1.1127651058814292,1.0216806871986819,1.3
Ret_24,84.0,6,1.2480777808068937,0.8650726565984385,13.600000000000001
Ret_96,68.375,6,1.1263954772361933,1.559486774815301,83.8
Ret_96,0.0,6,1.0830217936810964,1.4058325524166724,20.7
Ret_96,0.0,6,1.0661765838377648,1.4003495007982347,28.799999999999997
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,35.9
Ret_72,75.0,6,1.0681431717590928,1.2465880689062925,11.799999999999999
Ret_96,32.0,6,1.1587930673515667,1.5411493672931191,74.5
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,36.5
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,33.7
Ret_96,31.874999999999996,6,1.0873164205836756,1.4066645299828187,32.7
Ret_96,50.75,6,1.08665997054053,1.3626744360857266,22.400000000000002
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,35.8
Ret_72,50.75,6,1.0721743827816386,1.2104423322368851,18.0
Ret_96,11.5,6,1.0737084162148824,1.3588971918844095,16.5
Ret_96,26.375,6,1.1488621176922265,1.4988183701956481,64.0
Ret_48,25.874999999999996,6,1.0547512327912316,1.2477293492278743,54.2
Ret_96,0.0,6,1.0466631250677465,1.3540021293740943,1.6
Ret_96,16.0,6,1.040082790550507,1.5459447564791227,88.2
Ret_96,34.625,6,1.1011258488082971,1.4491653545178933,79.7
Ret_96,0.0,6,1.0851600934321826,1.549950778811173,72.8
Ret_96,0.0,6,1.0904693220515242,1.3551701149384119,9.700000000000001
Ret_96,66.625,6,1.0872701010827324,1.4280430856549935,51.300000000000004
Ret_48,39.375,4,1.0908433154822483,1.1448269015251646,28.999999999999996
Ret_96,69.125,6,1.1326187135148325,1.5114449754520538,92.30000000000001
Ret_48,65.625,6,1.1742020821001855,0.8130336201075221,4.6
Ret_72,27.625,6,1.0983404589593273,1.1718880172846362,27.1
Ret_72,28.0,6,1.0868143908662753,1.2162136710079179,12.3
Ret_96,26.375,6,1.0886546792783995,1.4187209359859598,55.1
Ret_96,63.0,6,1.1478038747573365,1.2009961433641878,11.5
Ret_72,0.0,6,1.0476565109002671,1.4260961564377461,77.5
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,33.0
Ret_96,0.0,6,1.0506916854130346,1.4689469082329298,85.2
Ret_96,22.375,6,1.0751115611487825,1.4379139344073781,60.699999999999996
Ret_48,27.625,6,1.069336011329865,1.26407215679231,56.39999999999999
Ret_96,28.499999999999996,6,1.0486263245086016,1.3809583703175414,28.7
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,33.4
Ret_96,0.0,6,1.0515167500744977,1.3912962598952368,26.0
Ret_72,0.0,6,1.0738327534577292,1.361236333926066,68.8
Ret_96,0.0,6,1.0633375086599113,1.4534294407109405,65.5
Ret_96,0.0,6,1.0359180864239455,1.338091727448128,7.000000000000001
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,36.0
Ret_72,67.0,6,1.14915960081858,1.3548178762769825,56.3
Ret_96,85.625,6,1.2254690933136512,1.2346412290473119,16.6
Ret_96,0.0,6,1.1675834835704946,1.436496297758998,51.800000000000004
Ret_96,29.5,6,1.144041767957169,1.2072917896142494,10.5
Ret_96,32.5,6,1.073114117911569,1.2638247560201488,9.0
Ret_96,0.0,6,1.0413489125040434,1.442040619092956,57.49999999999999
Ret_96,67.25,6,1.192385909857728,1.4462038755527222,41.199999999999996
Ret_96,18.75,6,1.0389550435655373,1.4258428963314118,57.699999999999996
Ret_96,0.0,6,1.0591551005168665,1.4412638646955125,86.5
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,33.0
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,35.699999999999996
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,34.8
Ret_96,0.0,6,1.1040444705791044,1.131370049066166,5.8999999999999995
Ret_96,29.75,6,1.1525274822613647,1.379996610147004,12.5
Ret_96,0.0,6,1.0686464350026246,1.4099534323867853,34.4
SINTETICA_REVERSE,37.5,6,1.1441417003274827,1.2739315203109147,81.0
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,37.0
Ret_96,25.124999999999996,6,1.058982511312881,1.2804577536992443,17.5
Ret_72,36.625,6,1.0711970833059092,1.2375223927427825,14.299999999999999
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,34.9
Ret_96,52.0,6,1.0985300651675274,1.4033046266532903,35.8
Ret_72,12.0,4,1.1219111350946918,1.4013720364732476,63.4
Ret_96,0.0,6,1.072397845155469,1.3421935521620463,1.5
Ret_96,0.0,6,1.0943702481063584,1.3866262664722089,41.699999999999996
Ret_72,32.25,6,1.1252968738112448,1.3138129727070988,42.4
Ret_96,81.375,6,1.2401714705451257,1.3492307742306038,20.599999999999998
Ret_96,10.875,6,1.1055648155589166,1.446371598509463,55.2
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,34.599999999999994
Ret_96,67.5,6,1.1894619678436607,1.7357234189289417,97.3
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,34.9
Ret_96,0.0,6,1.1065770494469036,1.312771162246017,8.799999999999999
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,33.300000000000004
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,34.1
Ret_96,5.125,6,1.042965890493177,1.6174880754032128,88.4
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,34.8
Ret_96,33.0,6,1.085601247149315,1.3530815904430709,5.5
Ret_96,31.75,6,1.0634894982217284,1.450251683232274,91.4
Ret_96,56.5,6,1.2202374095269986,1.4351033403076234,52.1
Ret_96,36.75,6,1.076502975283093,1.387830271748167,27.400000000000002
Ret_96,67.0,6,1.1263954772361933,1.559486774815301,82.19999999999999
Ret_96,53.875,6,1.1145664964935689,1.3876880834744412,32.800000000000004
Ret_96,13.5,6,1.0708889940883295,1.4886403314854402,74.2
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,34.5
Ret_48,79.125,6,1.092418450196203,1.3039783713907782,58.699999999999996
Ret_96,0.0,6,1.0650773165777967,1.4139781955211244,23.3
Ret_96,28.999999999999996,6,1.0802095228100062,1.3409716746534903,9.3
Ret_96,0.0,6,1.0934020355014538,1.3421076668289185,24.099999999999998
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,35.4
Ret_96,0.0,6,1.0443759301807898,1.299886731360104,18.9
Ret_72,35.25,5,1.1158044500015976,1.5452231878986822,85.0
Ret_96,0.0,6,1.0945207863277322,1.3755317093666137,26.700000000000003
Ret_72,70.0,6,1.2306484112620992,1.2961250797915917,38.0
Ret_96,75.875,6,1.1929444654149253,1.1393390317718273,4.3
Ret_96,65.75,6,1.0695017947174512,1.4792644332672267,71.0
Ret_96,28.000000000000004,6,1.1290761991211689,1.4493128862179185,61.6
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,35.3
Ret_72,0.0,6,1.0795829346331365,1.3705278147648454,56.89999999999999
Ret_96,19.625,6,1.0880642116777224,1.3254075935103156,18.099999999999998
Ret_96,29.25,6,1.0955365308460205,1.7036157287528684,86.8
Ret_96,46.5,6,1.292730642702986,1.3374574588941395,22.5
Ret_96,67.625,6,1.2159260953053719,1.5161034687942108,71.6
Ret_96,72.375,6,1.2285063045390734,1.8270018555533265,64.9
Ret_96,0.0,6,1.1084259509562076,1.465773742563914,63.0
Ret_96,37.25,5,1.1149353894251033,1.6523363395796755,85.7
Ret_96,38.375,6,1.1019070036443115,1.2660949947820188,4.2
Ret_96,35.375,6,1.2113896989730746,1.4580002878547582,69.69999999999999
Ret_72,29.375,6,1.146619519759832,1.4522236654624383,77.5
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,35.699999999999996
Ret_96,0.0,6,1.0682629445022715,1.4436470865061277,65.3
Ret_96,40.0,6,1.1157672432263035,1.3286281181635349,28.9
Ret_96,0.0,6,1.0505598971970764,1.4002796763443803,29.5
Ret_96,59.0,6,1.2783828806161426,1.3273667344445188,29.799999999999997
Ret_96,44.0,6,1.0581076364993622,1.7285942942958832,99.2
Ret_96,77.0,6,1.2657504509951956,1.5850924945057587,84.3
Ret_96,4.125,6,1.159780546491596,1.1816764509340658,13.100000000000001
Ret_96,34.125,6,1.0527249364650713,1.2207257773238345,10.9
Ret_96,31.25,6,1.0947402501541086,1.2463169964975123,0.0
Ret_96,25.375,6,1.0951787667091857,1.479715366019997,71.2
Ret_96,0.0,6,1.0526753393505166,1.6054594721306168,92.4
Ret_72,18.875,6,1.1904942621390295,1.4137156513351017,62.2
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,36.9
Ret_96,70.0,6,1.1874146937161658,1.5709963017583006,72.3
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,34.1
Ret_96,0.0,5,1.0768339919100518,1.4111995455071107,56.2
Ret_96,41.125,6,1.1149511380251786,1.3337744548315915,25.2
Ret_96,69.25,6,1.0815557602532202,1.3773002408748292,36.9
Ret_96,35.75,6,1.087373335209893,1.3632031458995617,18.0
Ret_72,55.25,6,1.0642447305835818,1.177826888952407,21.2
Ret_96,40.625,6,1.1035398624151866,1.4189974167022767,46.0
Ret_96,31.75,6,1.111064484245768,1.4487853111351385,61.8
Ret_96,0.0,6,1.0480519127301644,1.3861360283401112,20.0
Ret_96,0.0,6,1.0828843787950493,1.4584726174674414,83.89999999999999
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,34.1
Ret_96,8.375,6,1.044806011892856,1.414248231298408,38.6
Ret_72,0.0,6,1.0860117257862418,1.306712728737591,27.500000000000004
Ret_96,29.5,6,1.1466619385566656,1.5065384218053597,82.19999999999999
Ret_96,50.5,6,1.073228447307482,1.425084553047432,43.3
Ret_72,0.0,6,1.070945622284841,1.3917071142301316,70.8
Ret_96,45.74999999999999,6,1.1157326040524786,1.589204163800702,76.7
Ret_96,0.0,6,1.0803777656934697,1.4185152234327132,49.8
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,35.099999999999994
Ret_96,43.875,6,1.1008206960194447,1.3368321869497986,12.0
Ret_96,0.0,6,1.0650773165777967,1.4139781955211244,23.0
Ret_96,27.0,6,1.0961826779797748,1.3848762814645021,39.900000000000006
Ret_96,59.875,6,1.2414207053808282,1.339807471275757,32.4
Ret_96,15.375,6,1.0612669462696054,1.4042932611896204,22.0
SINTETICA_REVERSE,42.375,6,1.1972936941094707,1.1385937472706094,66.3
Ret_96,0.0,6,1.0666042360075807,1.4194262993516598,52.900000000000006
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,34.5
Ret_96,31.5,6,1.0836479020536534,1.2926976812436817,0.2
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,35.199999999999996
Ret_96,39.625,6,1.0906180622935755,1.5969644471500197,83.7
Ret_96,38.375,6,1.1345467213630893,1.380632829878111,24.6
Ret_96,50.875,6,1.1063174174953303,1.3422967604006824,13.4
Ret_96,30.124999999999996,6,1.0706105274597288,1.6191253860777663,93.30000000000001
Ret_96,68.5,6,1.142054367415426,1.5238277227762171,71.8
Ret_96,44.375,6,1.092723776335148,1.5366927270180393,78.8
Ret_96,0.0,6,1.0581717346871695,1.3954440759744156,37.2
Ret_72,29.125,6,1.0888470498436924,1.2895403893239086,37.5
Ret_96,0.0,6,1.078407005153631,1.426331983422236,63.9
Ret_96,33.625,6,1.0755144917747579,1.3083466879398367,1.2
Ret_96,75.0,6,1.263548783198031,1.4070143186607555,51.5
Ret_96,48.25,6,1.0602400725127052,1.424277381743489,38.7
Ret_72,0.0,6,1.0501035953057216,1.3241189419764232,28.4
Ret_72,0.0,6,1.0501035953057216,1.3241189419764232,30.599999999999998
Ret_96,32.25,6,1.0897498973637887,1.7523683129293783,91.0
Ret_72,18.25,6,1.1512011473642316,0.9800856321091098,2.9000000000000004
Ret_96,0.0,6,1.057033445158423,1.4724194495115166,69.19999999999999
Ret_96,66.5,6,1.126078847881113,1.5550147440893167,82.19999999999999
Ret_24,77.375,6,1.1650816964363275,0.9631243951005682,25.2
Ret_96,17.0,6,1.096431858486252,1.4739886991384388,67.0
Ret_96,0.0,6,1.0536665918860169,1.3380318084093419,3.0
Ret_96,0.0,6,1.0636966469713336,1.419561119301128,65.9
Ret_96,0.0,6,1.09298298574096,1.4700355635809097,75.2
Ret_72,55.125,6,1.1247463513863196,1.4969178342773581,79.60000000000001
Ret_96,38.625,6,1.1611142887114112,1.2135023280403596,33.1
Ret_96,57.5,6,1.0959199481701216,1.3603122209570646,9.5
Ret_96,36.75,6,1.0543192891894846,1.4427695281837887,68.5
Ret_96,46.875,6,1.0835874073946072,1.34914042283558,7.1
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,34.0
Ret_96,0.0,6,1.0796408996762845,1.299784665037895,17.2
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,35.5
Ret_96,77.25,6,1.156895782818156,1.3951993614765035,16.0
Ret_96,24.875,6,1.1379851640195244,1.5157507222364004,76.6
Ret_96,61.125,6,1.1565998335469758,1.44968623119064,53.300000000000004
Ret_72,70.125,6,1.2278462108910355,1.6288875022932394,94.3
Ret_96,46.75,6,1.1147447747215156,1.2846977079170645,9.0
Ret_48,78.625,6,1.1233104077598024,1.460516405263509,92.5
Ret_96,0.0,6,1.0530895798291382,1.4002493789320554,34.0
Ret_96,0.0,5,1.0981097969131488,3.677952950689462,80.9
Ret_48,78.375,4,1.2866971780310328,0.9660276149029969,13.100000000000001
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,37.2
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,35.699999999999996
Ret_96,35.875,6,1.1025560138342398,1.3085762336401758,14.2
Ret_96,45.75,6,1.0610580332646855,1.427680070986045,47.099999999999994
Ret_96,55.125,6,1.0531626136189562,1.4565264535108475,55.2
SINTETICA_REVERSE,0.0,5,1.061919226333297,1.0413531113051635,56.49999999999999
Ret_72,0.0,5,1.067963084000326,1.0908678780100525,10.5
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,31.2
Ret_48,0.0,3,1.1904152649040167,1.188969065978075,34.1
Ret_96,40.25,6,1.1234555823075973,2.0113850204966264,94.89999999999999
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,35.699999999999996
Ret_96,76.75,6,1.193842177046256,1.5913043810565126,88.4
Ret_96,0.0,6,1.0710628065917025,1.4303210923002425,46.0
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,37.0
Ret_96,0.0,6,1.033393237648407,1.4436012734569075,65.2
Ret_96,28.999999999999996,6,1.1111261184454981,1.4246738609916303,57.199999999999996
Ret_96,0.0,6,1.046520995591507,1.2884359017592268,6.5
Ret_48,71.0,6,1.1501750221551752,1.3807084166515455,63.6
Ret_96,69.375,6,1.0875178099953395,1.4261234992057608,44.3
Ret_96,0.0,6,1.059456838688871,1.5533955864382758,87.4
Ret_48,0.0,4,1.1317153097439228,1.254725771836164,56.8
Ret_96,7.000000000000001,6,1.0503396363189128,1.3354461684649914,5.2
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,34.2
Ret_96,0.0,5,1.0706225828083344,1.5465197447244008,76.4
Ret_96,11.75,6,1.0729586929505428,1.6128101183979242,83.7
Ret_48,79.25,6,1.2127916531522573,1.543906546316424,89.0
Ret_96,38.25,6,1.0689157534906266,1.3336253019905076,17.4
Ret_96,0.0,6,1.0478952217492143,1.2309628009146798,16.5
Ret_96,32.75,6,1.0902336137706403,1.296084551373732,0.8999999999999999
Ret_96,0.0,6,1.0669145183894209,1.4128481769046148,53.1
Ret_96,64.625,6,1.0934314240716119,1.3572287707978266,35.6
Ret_96,0.0,6,1.058590744622503,1.431435102256472,90.4
Ret_72,33.875,6,1.0767313963458198,1.4720931942196385,83.3
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,35.8
Ret_96,64.625,6,1.2249532797753067,1.472871066973402,62.8
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,36.8
Ret_96,0.0,6,1.050928489308649,1.3290628140725063,0.0
Ret_96,35.375,6,1.1296244992461837,1.356137988513084,29.4
Ret_72,28.5,6,1.0979893038920079,1.4420427490679368,79.80000000000001
Ret_72,0.0,6,1.0518956803675756,1.2185499976756562,7.8
Ret_96,0.0,6,1.055093963096304,1.339416097861736,19.2
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,33.7
Ret_96,0.0,6,1.0508310652616173,1.2524567294996534,16.0
Ret_24,77.25,6,1.1440138626863106,1.036967190842841,37.0
Ret_96,22.875,6,1.057595967400623,1.4648086271267893,71.8
Ret_96,28.875,6,1.093925458131339,1.4722186059068296,51.0
Ret_96,24.625,6,1.0643059288782613,1.4244293607502618,35.5
Ret_96,0.0,6,1.0581717346871695,1.3954440759744156,39.7
Ret_96,87.625,6,1.2045345473381155,1.3200714795764117,18.2
Ret_96,64.625,6,1.2249532797753067,1.472871066973402,63.9
Ret_96,0.0,6,1.074905797117623,1.266617782449723,3.8
Ret_96,0.0,6,1.0703506491639527,1.3035682781121531,1.9
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,35.0
Ret_96,4.0,6,1.1337318181418634,1.566283686874026,54.0
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,33.7
Ret_48,41.625,6,1.1137393230805017,1.4772996969882044,81.39999999999999
Ret_96,10.0,6,1.060308769946417,1.409001798775458,46.2
Ret_96,32.875,6,1.0926491508794032,1.420212691753967,53.400000000000006
Ret_96,0.0,6,1.078407005153631,1.426331983422236,66.60000000000001
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,36.7
Ret_96,24.75,6,1.072246747918739,1.3766808641323711,38.9
Ret_96,15.125,6,1.0742739121209353,1.5366197793570238,86.9
Ret_72,16.625,6,1.0444548887621954,1.3782393437103855,63.2
Ret_96,0.0,5,1.0622425004607865,1.3100297227052233,13.200000000000001
Ret_96,26.75,6,1.0987068312673625,1.3100297227052233,9.9
Ret_96,41.5,6,1.1122194142408461,1.38860068467347,35.3
Ret_96,0.0,6,1.0557000118280482,1.421960703938647,40.300000000000004
Ret_96,22.75,6,1.140053523508022,1.3962609347902712,42.199999999999996
Ret_96,0.0,6,1.0481550388799745,1.44205904607297,71.2
Ret_96,38.0,6,1.0800720516469862,1.3444529989923517,15.4
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,34.5
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,29.799999999999997
Ret_96,0.0,6,1.0615368949119184,1.4528402788170245,70.3
Ret_48,78.25,6,1.31786277273771,1.8161217259099367,97.6
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,32.800000000000004
Ret_96,8.375,6,1.0500995224205671,1.3779952389128867,3.1
Ret_96,50.5,6,1.0621089057232158,1.2692425645620022,5.2
Ret_96,44.0,6,1.066754330677951,1.445459035420957,59.599999999999994
Ret_96,0.0,6,1.0785533715129914,1.4062277180364422,34.599999999999994
Ret_72,21.125,6,1.07694331575272,1.129445015980489,4.6
Ret_48,69.0,6,1.1290424387179183,1.3632317165296994,83.0
Ret_96,0.0,6,1.0446267669844518,1.3098902016111589,2.7
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,35.6
Ret_96,63.0,6,1.1506312458751131,1.0567933613497893,3.0
Ret_72,5.25,6,1.0813515895228274,1.2962334089062326,18.6
Ret_96,12.125,6,1.1608673627139372,1.464289298605269,66.8
Ret_96,0.0,6,1.1147782984808938,1.4212681388250312,27.700000000000003
Ret_96,0.0,6,1.085918075476787,1.36312143633971,11.799999999999999
Ret_72,41.0,6,1.050757114483977,1.2649076765390628,23.9
Ret_96,37.5,6,1.0990009832345995,1.1139597248138677,5.6000000000000005
Ret_96,0.0,6,1.0324987251843,1.3444484358438427,29.799999999999997
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,36.9
Ret_96,0.0,5,1.0917338141107236,1.339868312608799,33.800000000000004
Ret_96,0.0,6,1.0838054615634902,1.3434458390328314,2.1
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,35.5
Ret_96,2.25,6,1.144423513857286,1.6489070326030526,60.8
Ret_96,26.875,6,1.1210588067289982,1.3056856007909752,15.299999999999999
Ret_96,63.5,6,1.1056104794182928,1.407955225474331,54.900000000000006
Ret_96,14.499999999999998,6,1.0791462723720173,1.4086932568554138,37.6
Ret_96,45.125,6,1.0701300131532294,1.321763097786904,20.3
Ret_96,0.0,6,1.096797169759293,1.4023619645011078,17.0
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,37.2
Ret_96,65.5,6,1.126078847881113,1.5550147440893167,81.89999999999999
Ret_72,62.75,6,1.1552817419758115,1.4754134470098814,89.3
Ret_96,18.25,6,1.061884077270485,1.4822160650825105,73.5
Ret_96,0.0,6,1.0613477271435865,1.381075560988173,10.7
Ret_96,26.25,6,1.0886546792783995,1.4187209359859598,54.900000000000006
Ret_96,17.25,6,1.065024524447045,1.3986206928546179,22.3
Ret_96,74.125,6,1.164365558854311,1.5257051620291062,82.1
Ret_96,52.625,6,1.168055957465796,1.2511122893739797,11.1
Ret_96,73.5,6,1.1583684982741842,1.4176949441048525,34.0
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,35.9
Ret_96,10.875,6,1.069360342946157,1.3867082263874784,29.9
Ret_96,69.125,6,1.083466068407434,1.3212185923342157,3.2
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,34.2
Ret_96,26.25,6,1.055935128526507,1.3333735479454036,5.0
Ret_96,19.5,6,1.0666909712759782,1.3237147731733225,0.8999999999999999
Ret_96,0.0,6,1.074318664635231,1.397053936065996,25.6
Ret_48,49.0,6,1.0675737808719798,1.2729241196095928,65.2
Ret_96,29.75,5,1.07905412987274,1.447411477463032,60.3
Ret_96,54.75,6,1.1260188084916536,1.3673197727016317,17.5
Ret_96,0.0,6,1.0880902558147116,1.4439968707302349,54.900000000000006
Ret_96,0.0,6,1.0534363708233827,1.4060811438210588,44.800000000000004
Ret_96,64.75,6,1.166431061610031,1.2629132428992684,37.9
Ret_96,3.6249999999999996,6,1.0634578855493937,1.4096842836558905,47.099999999999994
Ret_96,73.125,6,1.2069570605688449,1.4305328419819159,62.8
Ret_96,29.375,6,1.09906217254844,1.4330393084657045,60.099999999999994
Ret_96,23.125,6,1.0559522207889598,1.4340875384801668,52.300000000000004
Ret_96,0.0,6,1.0453608510084136,1.394388992243424,30.9
Ret_96,0.0,6,1.0506746006724434,1.3798954054104606,3.8
Ret_96,60.875,6,1.0651008318729656,1.316019538054573,4.0
Ret_96,12.75,6,1.0896160768696284,1.4533339849800526,48.5
Ret_96,90.875,6,1.2497195519481568,1.6162519855132382,84.7
Ret_96,40.625,6,1.0670020711322956,1.4404307380492871,65.8
Ret_24,75.5,4,1.1693410675255678,0.7695669277120879,8.7
Ret_72,27.625,6,1.0983404589593273,1.1718880172846362,26.0
Ret_24,80.625,6,1.205468044530906,0.9851343848545455,26.0
Ret_72,65.375,6,1.1154057061780174,1.4085153261422216,59.3
Ret_96,72.125,6,1.124754361234133,1.5831326155273078,96.2
Ret_96,37.375,6,1.125165545802643,1.4795408206498681,51.1
Ret_96,70.0,6,1.1689171535612704,1.2973082195763896,10.9
Ret_96,68.75,6,1.0875178099953395,1.4261234992057608,48.3
Ret_96,0.0,6,1.0517085560438715,1.3487962003954443,3.9
Ret_72,14.875,6,1.1061235041702482,1.314259679539037,37.7
Ret_96,3.6249999999999996,6,1.0634578855493937,1.4096842836558905,48.8
Ret_96,17.625,6,1.0666380154344381,1.335550441978937,17.2
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,37.0
Ret_96,31.5,6,1.0947402501541086,1.2463169964975123,0.0
Ret_96,10.75,6,1.0610463662426013,1.4665987865886354,57.199999999999996
Ret_48,0.0,4,1.1008968713057539,1.1118408317634045,26.700000000000003
Ret_96,72.25,6,1.1641482822749016,1.3713805417207745,36.7
Ret_96,0.0,6,1.0530895798291382,1.3991484443783957,33.4
Ret_96,0.0,6,1.0461194196558412,1.3723423737146052,15.4
Ret_96,19.25,6,1.0981825068612325,1.3747019393265187,31.6
Ret_96,38.625,6,1.1078816431959082,1.3256774120655703,0.6
Ret_96,0.0,6,1.1147782984808938,1.4212681388250312,26.1
Ret_72,26.75,6,1.0723083792563806,1.3360395947690482,44.800000000000004
Ret_96,72.25,6,1.1641482822749016,1.3713805417207745,37.3
Ret_96,43.125,6,1.1231843506407742,1.3184258362833337,23.3
Ret_96,14.374999999999998,6,1.057008917115663,1.4979421783865141,68.5
Ret_96,17.0,6,1.0612669462696054,1.4042932611896204,21.4
Ret_72,18.5,6,1.0535691620686327,1.453533342393314,81.0
Ret_96,0.0,6,1.0549248801030062,1.4579232992443074,57.699999999999996
Ret_48,70.25,6,1.0613316315299501,1.344495261385953,84.2
Ret_96,0.0,6,1.0764020174256697,1.3659688050948726,15.7
Ret_96,30.125,6,1.0884383758251148,1.3628735716164622,21.3
Ret_96,59.75,6,1.137194258095973,1.298686173969077,19.7
Ret_96,69.125,6,1.1326187135148325,1.5114449754520538,91.2
SINTETICA_REVERSE,81.5,6,1.1803184679152472,1.0648473583882139,27.800000000000004
Ret_96,65.875,6,1.126078847881113,1.5550147440893167,81.10000000000001
Ret_48,35.0,4,1.062726817685918,1.0846047374001682,22.400000000000002
Ret_96,67.125,6,1.093365992068944,1.3543311055385756,25.2
Ret_96,24.0,6,1.0917667193214122,1.449215677787394,65.8
Ret_96,0.0,6,1.0806587180386555,1.3478874481631977,11.5
