rule,side,exit,n_is,n_oos,pf_is,pf_oos
minus_di_55_sft >= -4.54|minus_di_200_sft <= 19.846724,LONG,Ret_72,211,169,1.2897,1.357
trix_5_sft >= -0.04967|adx_144_sft >= 8.674729|adx_34_sft >= 12.554484,LONG,Ret_96,233,138,1.2764,1.6379
trix_21_sft >= -0.012292|efficiency_55_sft >= 0.227701|trix_5_sft <= 0.024925,LONG,Ret_48,291,186,1.2564,1.2
slope_120_sft >= 0.002734|ema_89_sft <= 1641.957336,LONG,Ret_96,242,3,1.2565,82125624.9188
minus_di_120_sft <= 19.36696|ema_144_sft >= 5.5,LONG,Ret_72,233,173,1.3622,1.57
linreg_120_sft <= 0.162486|aroon_200_sft >= 9.6,LONG,Ret_96,218,110,1.2504,1.2303
plus_di_21_sft >= 12.747228|ema_24_sft <= 1821.353101|plus_di_13_sft >= 25.549025,LONG,Ret_96,316,34,1.2683,1.689
minus_di_200_sft <= 19.846724|adx_13_sft <= Close_sft,LONG,Ret_72,211,169,1.2897,1.357
linreg_89_sft >= -0.147821|adx_24_sft <= ema_48_sft|adx_8_sft <= 18.754478,LONG,Ret_72,278,170,1.2649,1.6649
efficiency_13_sft >= 0.589173|aroon_8_sft >= 62.5,LONG,Ret_96,237,168,1.3901,1.1776
efficiency_5_sft >= 0.42897|adx_200_sft >= 10.138517,LONG,Ret_48,223,134,1.4371,1.6091
aroon_34_sft >= 79.411766|linreg_34_sft <= 8.38,LONG,Ret_96,246,161,1.253,1.3398
minus_di_24_sft <= 16.763711|trix_34_sft >= 0.000779,LONG,Ret_48,374,246,1.2556,1.4744
efficiency_21_sft >= 0.484428|linreg_55_sft >= -0.404098,LONG,Ret_72,351,205,1.2547,1.1741
efficiency_89_sft <= 0.049564|ema_34_sft <= 1648.629395,LONG,Ret_96,230,3,1.3107,58876601.8597
efficiency_5_sft >= 0.894355|macdh_21_sft >= 0.004786,LONG,Ret_96,317,205,1.2762,1.189
adx_89_sft >= 3.4|adx_200_sft >= 10.138517|adx_200_sft >= -7.88,LONG,Ret_48,228,137,1.3301,1.841
minus_di_120_sft <= 19.36696|macdh_8_sft <= -0.002172,LONG,Ret_48,263,198,1.2898,1.3458
trix_89_sft <= 0.014481|adx_5_sft <= 39.487061|slope_89_sft >= 0.002437,LONG,Ret_96,276,172,1.2791,1.6053
plus_di_55_sft >= 17.756641|efficiency_21_sft >= 0.351036,LONG,Ret_72,402,264,1.2528,1.405
trix_5_sft >= 0.000867|ema_8_sft <= 1821.299512|plus_di_24_sft >= 24.478443,LONG,Ret_96,270,26,1.2861,2.4068
plus_di_5_sft <= ema_144_sft|minus_di_120_sft <= 19.36696,LONG,Ret_72,233,173,1.3622,1.57
ema_144_sft >= 0.53|plus_di_8_sft >= 33.824101|adx_144_sft <= 15.455651,LONG,Ret_96,272,183,1.2669,1.5673
macdh_24_sft >= -0.349489|adx_200_sft >= 10.138517,LONG,Ret_48,216,123,1.2508,1.7648
ema_5_sft <= 1821.612354|ema_24_sft >= ema_200_sft,LONG,Ret_72,341,29,1.2607,1.5787
efficiency_89_sft >= 0.178958|minus_di_200_sft <= 22.809317|efficiency_89_sft <= ema_13_sft,LONG,Ret_96,219,151,1.2759,1.4379
linreg_89_sft <= 0.180637|plus_di_34_sft >= 24.021143|minus_di_120_sft >= -9.7,LONG,Ret_96,235,133,1.251,1.7794
minus_di_21_sft <= 20.699945|minus_di_144_sft <= 19.549842,LONG,Ret_72,219,166,1.2536,1.4466
macdh_144_sft >= 0.198633|adx_5_sft >= 39.487061,LONG,Ret_96,206,161,1.3578,1.6787
linreg_21_sft <= 0.015578|minus_di_13_sft <= 15.19733,LONG,Ret_72,209,119,1.2639,1.7269
adx_200_sft >= 10.138517,LONG,Ret_48,228,137,1.3301,1.841
linreg_120_sft <= 0.162486|adx_5_sft >= 39.487061|efficiency_8_sft <= 0.159616,LONG,Ret_96,307,158,1.2761,1.3269
plus_di_13_sft <= 31.343732|minus_di_144_sft <= 19.549842,LONG,Ret_72,206,162,1.2504,1.4356
minus_di_5_sft <= 11.554769|ema_89_sft >= 1227.931763|efficiency_34_sft >= 0.282634,LONG,Ret_72,222,196,1.2539,1.4634
minus_di_200_sft <= 19.846724|linreg_89_sft >= -0.147821,LONG,Ret_72,206,160,1.2633,1.4406
linreg_5_sft <= ema_24_sft|plus_di_21_sft >= 24.672607,LONG,Ret_96,306,207,1.2658,1.5851
minus_di_120_sft <= 25.158413|slope_21_sft >= 0.125629,LONG,Ret_96,237,184,1.2708,1.3432
minus_di_89_sft <= 19.024384|linreg_8_sft >= 0.466946,LONG,Ret_72,222,170,1.292,1.616
slope_144_sft <= 4.73|trix_200_sft <= 0.010228|plus_di_55_sft >= 20.551075,LONG,Ret_96,305,178,1.2758,1.6232
efficiency_89_sft <= 0.018904|ema_48_sft <= 1647.476746,LONG,Ret_96,204,2,1.3672,55086884.4446
adx_144_sft >= 8.674729|aroon_120_sft <= Close_sft,LONG,Ret_96,250,151,1.2598,1.5251
slope_13_sft <= 0.002801|slope_200_sft <= 0.003036|efficiency_13_sft <= 0.123341,LONG,Ret_96,267,144,1.3562,1.1594
minus_di_200_sft <= 19.846724,LONG,Ret_72,211,169,1.2897,1.357
aroon_8_sft >= 0.0|aroon_200_sft >= 1.9,LONG,Ret_96,270,180,1.2612,1.3781
efficiency_120_sft <= 0.090539|slope_5_sft <= 0.095965,LONG,Ret_96,340,211,1.2536,1.4874
linreg_55_sft <= ema_55_sft|adx_144_sft >= 8.674729,LONG,Ret_96,250,151,1.2598,1.5251
plus_di_48_sft >= 20.502817|adx_120_sft >= 9.2,LONG,Ret_72,236,160,1.3051,1.4649
aroon_34_sft >= 79.411766,LONG,Ret_96,246,161,1.253,1.4144
minus_di_21_sft <= 29.617799|minus_di_120_sft <= 19.36696|trix_24_sft >= -0.024564,LONG,Ret_72,232,173,1.3474,1.5699
ema_89_sft <= 1819.098828|efficiency_34_sft >= 0.282634|trix_89_sft <= 0.014481,LONG,Ret_72,366,37,1.2684,1.6307
adx_144_sft >= 8.674729,LONG,Ret_96,250,151,1.2598,1.5251
linreg_21_sft <= 0.321069|minus_di_55_sft <= 18.373706,LONG,Ret_96,206,126,1.2781,1.8889
macdh_144_sft <= 9.03|aroon_34_sft >= 79.411766,LONG,Ret_96,246,161,1.253,1.4144
adx_144_sft >= 8.674729|plus_di_21_sft >= 20.270658,LONG,Ret_96,221,131,1.2545,1.6431
aroon_55_sft >= 4.81|adx_200_sft >= 7.534551|linreg_48_sft <= ema_144_sft,LONG,Ret_72,231,140,1.2722,1.0034
slope_55_sft >= 0.04209|aroon_120_sft <= 58.333332,LONG,Ret_96,225,153,1.2916,1.8154
efficiency_24_sft >= 0.02|minus_di_200_sft <= 19.846724,LONG,Ret_72,211,169,1.2592,1.3708
ema_48_sft <= ema_13_sft|minus_di_144_sft <= 19.549842,LONG,Ret_72,216,162,1.2899,1.4925
trix_200_sft >= 0.000442|efficiency_48_sft >= 0.245374,LONG,Ret_72,210,159,1.2702,1.1918
aroon_55_sft >= -50.909092|linreg_200_sft <= 0.019063,LONG,Ret_96,245,141,1.2648,1.1213
ema_144_sft <= ema_34_sft|ema_34_sft <= 1821.121729,LONG,Ret_72,336,30,1.2535,1.6457
plus_di_21_sft >= 24.672607,LONG,Ret_96,306,207,1.2658,1.5851
minus_di_120_sft <= 19.36696,LONG,Ret_72,233,173,1.3622,1.57
minus_di_48_sft <= 21.037424|trix_55_sft >= -0.007616,LONG,Ret_96,305,200,1.3448,1.6821
minus_di_55_sft <= 18.373706|slope_21_sft >= -0.114631|efficiency_120_sft <= 0.155584,LONG,Ret_72,244,164,1.2576,1.4519
plus_di_24_sft >= 24.478443,LONG,Ret_96,298,198,1.2893,1.6348
efficiency_120_sft <= 0.090539|ema_48_sft >= ema_34_sft,LONG,Ret_96,266,169,1.2891,1.1412
plus_di_21_sft >= 24.672607|efficiency_34_sft >= 0.167678,LONG,Ret_96,270,181,1.305,1.7948
bbw_89_sft <= 0.029286|vol_z_5_sft <= -1.376641|vol_z_120_sft <= 7.38,LONG,Ret_96,335,191,1.3178,1.5451
std_200_sft >= -3.39|vol_z_5_sft <= -1.376641|bbw_89_sft <= 0.029286,LONG,Ret_96,335,191,1.3178,1.5451
vol_z_89_sft <= -1.68,LONG,Ret_96,254,160,1.3407,1.5517
vol_z_5_sft >= -0.378751|vol_z_120_sft <= 0.3,LONG,Ret_96,353,213,1.2573,1.4652
bbw_21_sft <= 0.006008|vol_z_24_sft >= -1.190366|bbw_13_sft >= 0.00438,LONG,Ret_96,286,144,1.3023,1.8732
bbw_5_sft >= 0.005822|vol_z_120_sft <= 0.930988|bbw_34_sft <= 0.011669,LONG,Ret_72,357,199,1.2687,1.6672
std_13_sft >= 1.28|std_5_sft <= 0.75881,LONG,Ret_96,369,165,1.2749,1.7639
vol_z_89_sft <= -1.63|std_24_sft <= 6.02,LONG,Ret_96,262,135,1.3519,1.7048
std_5_sft <= 0.75881|std_24_sft >= 1.578101,LONG,Ret_96,375,167,1.2896,1.6505
natr_13_sft >= 0.176006|bbw_21_sft <= 0.006008|vol_z_21_sft >= -0.307313,LONG,Ret_96,226,113,1.4306,2.0084
vol_z_55_sft <= -0.290199|vol_z_24_sft >= -0.291953|bbw_89_sft <= Close_sft,LONG,Ret_96,315,193,1.2509,1.6252
vol_z_21_sft >= -1.673403|vol_z_13_sft <= -1.592901|vol_z_200_sft <= Close_sft,LONG,Ret_72,400,248,1.2543,1.3553
vol_z_55_sft <= 1.671507|vol_z_120_sft <= 0.33,LONG,Ret_96,364,221,1.2537,1.4637
bbw_8_sft >= 0.003177|natr_5_sft <= 0.211623,LONG,Ret_96,365,196,1.2594,1.5595
bbw_21_sft <= 0.006008|vol_z_144_sft >= -1.945098,LONG,Ret_96,320,158,1.2908,1.6277
vol_z_13_sft <= -1.592901|bbw_8_sft >= 0.003177|std_34_sft <= 9.28889,LONG,Ret_72,346,142,1.2999,1.4493
vol_z_48_sft <= Close_sft|vol_z_89_sft <= -0.92|natr_13_sft >= 0.176006,LONG,Ret_96,245,175,1.329,1.6009
std_13_sft <= 3.640449|std_34_sft <= 6.19043|bbw_21_sft <= 0.006008,LONG,Ret_96,325,130,1.2884,1.698
bbw_8_sft >= 0.007711|natr_200_sft >= 0.227102|natr_21_sft <= 0.3462,LONG,Ret_72,240,198,1.3032,1.7078
std_24_sft >= 2.210957|bbw_21_sft <= 0.006008,LONG,Ret_96,278,168,1.294,1.5804
vol_z_89_sft <= -1.69|vol_z_48_sft <= -0.29442,LONG,Ret_96,253,160,1.2783,1.5271
vol_z_24_sft >= -0.291953|std_21_sft <= 3.054573,LONG,Ret_96,326,92,1.2819,1.7118
natr_24_sft <= 0.344588|bbw_24_sft <= 0.00949|natr_5_sft >= 0.284373,LONG,Ret_96,233,157,1.3241,1.9292
vol_z_89_sft >= -1.370045|std_24_sft <= 3.3073|vol_z_8_sft <= 0.94727,LONG,Ret_96,338,103,1.2524,2.0075
vol_z_89_sft <= -1.63,LONG,Ret_96,264,165,1.3403,1.4278
vol_z_5_sft <= 8.04|bbw_34_sft <= 0.008132|bbw_5_sft <= 0.002248,LONG,Ret_96,260,119,1.3065,1.737
natr_55_sft <= Close_sft|vol_z_13_sft <= -1.592901|bbw_8_sft >= 0.003177,LONG,Ret_72,362,235,1.314,1.3309
natr_55_sft <= 0.275054|vol_z_21_sft >= -1.200137|vol_z_13_sft <= -1.592901,LONG,Ret_72,253,122,1.3652,1.7114
vol_z_89_sft <= -1.63|vol_z_13_sft <= 8.68,LONG,Ret_96,264,165,1.3403,1.4278
std_5_sft <= 0.89|bbw_55_sft >= 0.007986|natr_5_sft <= 0.211623,LONG,Ret_96,350,156,1.274,1.6111
vol_z_55_sft <= -1.307981|bbw_13_sft >= 0.00438|bbw_8_sft <= 0.012058,LONG,Ret_96,297,194,1.2896,1.5159
bbw_21_sft <= 0.006008|vol_z_13_sft <= Close_sft|vol_z_34_sft >= -1.260982,LONG,Ret_96,304,144,1.2669,1.9585
vol_z_89_sft <= -1.59,LONG,Ret_96,267,166,1.3105,1.4414
vol_z_89_sft <= -1.62,LONG,Ret_96,264,166,1.3443,1.4273
bbw_13_sft >= 0.006566|vol_z_24_sft >= -1.708722|vol_z_120_sft <= -0.81,LONG,Ret_96,244,159,1.2611,1.5776
bbw_5_sft <= 0.001474|bbw_8_sft <= 0.002194|bbw_24_sft <= Close_sft,LONG,Ret_96,246,118,1.3451,1.8523
vol_z_89_sft <= -0.334506|natr_8_sft >= 0.215186,LONG,Ret_96,235,179,1.2914,1.6749
vol_z_48_sft <= -1.799152|std_200_sft >= 7.585233,LONG,Ret_96,227,170,1.3357,1.6012
vol_z_13_sft <= -0.392608|natr_200_sft <= 0.27821|vol_z_5_sft <= -1.157032,LONG,Ret_96,305,167,1.2864,1.6673
vol_z_89_sft <= -1.6,LONG,Ret_96,267,166,1.3085,1.4438
bbw_21_sft <= 0.006008|vol_z_48_sft >= -1.286116,LONG,Ret_96,303,144,1.2819,2.4995
bbw_24_sft <= 0.00949|std_8_sft >= 2.760613,LONG,Ret_96,274,205,1.2601,1.4665
bbw_8_sft >= 0.003177|bbw_5_sft <= 0.001474,LONG,Ret_96,281,157,1.2567,1.5353
vol_z_8_sft <= -1.248868|natr_5_sft <= 0.211623|std_8_sft <= 4.41928,LONG,Ret_96,363,188,1.2742,1.548
vol_z_8_sft <= -1.248868|natr_5_sft <= 0.211623,LONG,Ret_96,363,192,1.2742,1.5434
vol_z_89_sft <= -1.64|std_34_sft <= Close_sft|natr_5_sft <= Close_sft,LONG,Ret_96,263,165,1.3544,1.4157
natr_8_sft <= Close_sft|vol_z_48_sft >= -1.286116|bbw_21_sft <= 0.006008,LONG,Ret_96,303,144,1.2819,2.4995
vol_z_89_sft <= -0.334506|natr_13_sft >= 0.217387,LONG,Ret_96,201,166,1.3204,1.6055
std_5_sft <= 0.75881|vol_z_8_sft <= 0.94727,LONG,Ret_96,381,164,1.2547,1.6527
std_8_sft <= 0.726908|vol_z_144_sft <= -0.446939,LONG,Ret_96,212,53,1.3988,2.2146
natr_24_sft >= 0.180416|vol_z_120_sft <= 0.29,LONG,Ret_96,300,210,1.2601,1.4164
natr_5_sft <= 0.211623|vol_z_5_sft <= -1.157032,LONG,Ret_96,359,190,1.2553,1.5841
vol_z_89_sft <= -1.64|vol_z_5_sft <= 1.435161,LONG,Ret_96,263,165,1.3557,1.4165
vol_z_48_sft <= Close_sft|vol_z_24_sft >= -0.291953|vol_z_120_sft <= -1.410417,LONG,Ret_72,209,131,1.3914,1.7017
bbw_21_sft <= 0.006008|vol_z_24_sft <= Close_sft|bbw_24_sft <= 0.00949,LONG,Ret_96,332,169,1.2571,1.6298
vol_z_5_sft <= -1.157032|bbw_5_sft <= 2.11|natr_5_sft <= 0.211623,LONG,Ret_96,359,190,1.2553,1.5841
vol_z_200_sft >= -1.991249|bbw_5_sft <= 0.001474|vol_z_48_sft >= -5.37,LONG,Ret_96,316,178,1.2672,1.6402
bbw_13_sft <= 0.006566|std_8_sft <= 0.726908,LONG,Ret_96,260,59,1.3156,2.2609
vol_z_120_sft <= 0.930988|bbw_5_sft >= 0.009348,LONG,Ret_96,248,177,1.29,1.4461
bbw_5_sft >= 0.009348|bbw_8_sft <= 0.012058,LONG,Ret_96,279,195,1.2821,1.3448
std_5_sft <= 0.75881|natr_5_sft <= Close_sft|std_55_sft <= 11.956969,LONG,Ret_96,374,145,1.2874,1.494
vol_z_55_sft >= -1.307981|vol_z_34_sft >= -0.271333|bbw_120_sft <= 0.034196,LONG,Ret_96,344,185,1.2719,1.3616
vol_z_144_sft >= -1.457436|bbw_89_sft <= 0.020122|bbw_5_sft <= Close_sft,LONG,Ret_96,294,153,1.2866,1.5692
vol_z_34_sft >= -0.271333|natr_120_sft <= Close_sft|bbw_120_sft <= 0.034196,LONG,Ret_96,344,185,1.2719,1.3616
vol_z_13_sft >= -0.93|vol_z_200_sft <= -1.519421,LONG,Ret_96,203,121,1.3063,1.7342
std_21_sft <= 2.016376|std_5_sft >= 1.24561|vol_z_34_sft <= Close_sft,LONG,Ret_96,283,66,1.2715,1.5788
bbw_48_sft >= 0.007403|vol_z_200_sft >= -1.991249|bbw_21_sft <= 0.006008,LONG,Ret_96,307,157,1.2615,1.625
vol_z_144_sft >= -1.457436|natr_5_sft <= 0.211623,LONG,Ret_96,331,178,1.2972,1.6501
bbw_5_sft >= 0.009348|vol_z_13_sft <= Close_sft|bbw_8_sft <= 0.012058,LONG,Ret_96,279,195,1.2821,1.3448
std_200_sft >= 3.94|std_8_sft <= 0.726908|bbw_8_sft <= 0.004852,LONG,Ret_96,277,65,1.3731,1.593
bbw_21_sft <= 0.006008|vol_z_13_sft <= 3.33|vol_z_24_sft >= -0.291953,LONG,Ret_96,247,112,1.3212,2.1482
vol_z_120_sft >= -1.410417|natr_5_sft <= 0.211623,LONG,Ret_96,334,179,1.3597,1.4941
vol_z_24_sft >= -0.291953|bbw_21_sft <= 0.006008,LONG,Ret_96,247,112,1.3212,2.1482
bbw_13_sft <= 0.00438|vol_z_55_sft <= -1.835457,LONG,Ret_96,241,116,1.2821,1.6639
vol_z_5_sft <= -1.157032|std_5_sft <= 0.75881|vol_z_8_sft <= 1.642852,LONG,Ret_96,349,133,1.2706,1.6296
bbw_13_sft <= 0.00438|vol_z_55_sft <= -1.835457|bbw_5_sft >= -2.47,LONG,Ret_96,241,116,1.2821,1.6639
vol_z_5_sft <= -1.157032|std_5_sft <= 0.75881,LONG,Ret_96,349,133,1.2706,1.6296
vol_z_21_sft <= Close_sft|bbw_13_sft <= 0.00438|vol_z_55_sft <= -1.835457,LONG,Ret_96,241,116,1.2821,1.6639
std_144_sft >= 4.628202|bbw_13_sft <= 0.003169,LONG,Ret_96,261,126,1.2706,1.7996
vol_z_8_sft <= Close_sft|vol_z_89_sft <= -1.53,LONG,Ret_96,272,169,1.2854,1.4017
vol_z_89_sft <= -1.52|vol_z_5_sft <= Close_sft,LONG,Ret_96,274,169,1.251,1.4072
vol_z_144_sft <= 1.795831|vol_z_34_sft >= 0.788692|bbw_24_sft <= 0.014312,LONG,Ret_96,304,172,1.2611,1.4039
bbw_120_sft <= 0.0238|bbw_21_sft <= 0.006008,LONG,Ret_96,236,98,1.3008,1.8514
std_8_sft <= 0.726908|natr_48_sft <= Close_sft|std_200_sft >= 5.571106,LONG,Ret_96,255,65,1.3464,1.593
bbw_34_sft <= 0.008132|std_8_sft <= 1.42,LONG,Ret_96,276,95,1.2652,2.5121
natr_5_sft >= 0.284373|bbw_21_sft <= 0.0088|bbw_48_sft <= Close_sft,LONG,Ret_96,245,172,1.3587,1.5191
bbw_24_sft >= -1.02|std_5_sft <= 0.75881|vol_z_144_sft >= -1.945098,LONG,Ret_96,372,159,1.254,1.5102
natr_5_sft >= 0.284373|bbw_21_sft <= 0.0088,LONG,Ret_96,245,172,1.3587,1.5191
std_13_sft >= 1.469158|std_24_sft <= 2.16|vol_z_21_sft <= Close_sft,LONG,Ret_72,331,66,1.2665,1.4969
natr_34_sft <= 0.341322|vol_z_21_sft <= -1.59,LONG,Ret_96,328,171,1.2676,1.5152
std_13_sft <= 3.640449|std_120_sft <= Close_sft|std_8_sft <= 0.726908,LONG,Ret_96,273,63,1.322,1.6299
bbw_5_sft <= 0.001474|vol_z_48_sft <= -1.799152,LONG,Ret_96,214,99,1.3905,1.5727
std_55_sft >= 4.3|std_8_sft <= 0.726908,LONG,Ret_96,215,61,1.4545,1.6836
bbw_24_sft >= 0.006573|vol_z_5_sft >= 1.435161|std_21_sft <= 3.054573,LONG,Ret_96,280,60,1.2606,1.7613
vol_z_8_sft <= -1.545812|std_5_sft <= 0.75881,LONG,Ret_72,383,133,1.2752,1.5134
vol_z_34_sft >= -0.271333|vol_z_48_sft <= -0.29442,LONG,Ret_72,334,201,1.2599,1.4829
bbw_21_sft <= 0.006008|bbw_24_sft >= 0.006573,LONG,Ret_96,290,143,1.2839,1.5024
bbw_89_sft <= 0.040511|std_8_sft <= 1.072658|std_13_sft >= 2.287618,LONG,Ret_96,248,100,1.3546,1.9418
bbw_5_sft >= 0.001474|bbw_144_sft <= Close_sft|bbw_13_sft <= 0.003169,LONG,Ret_96,277,122,1.2643,1.6507
natr_21_sft <= 0.3462|natr_5_sft >= 0.378965,LONG,Ret_72,212,168,1.3322,1.8407
bbw_34_sft >= 0.006005|std_8_sft <= 0.726908,LONG,Ret_96,264,63,1.2852,1.7632
bbw_144_sft >= -6.97|natr_21_sft <= 0.3462|natr_5_sft >= 0.378965,LONG,Ret_72,212,168,1.3322,1.8407
bbw_5_sft >= 0.001474|bbw_13_sft <= 0.003169,LONG,Ret_96,277,122,1.2643,1.6507
bbw_89_sft >= 0.010654|bbw_13_sft <= 0.003169,LONG,Ret_96,271,123,1.2688,1.7652
bbw_21_sft >= 0.004404|vol_z_48_sft <= -1.799152,LONG,Ret_72,300,189,1.3256,1.3948
vol_z_5_sft <= -1.376641|vol_z_89_sft <= -1.14,LONG,Ret_96,240,152,1.2878,1.4967
bbw_5_sft <= 0.001474|bbw_144_sft <= 0.02626,LONG,Ret_96,226,98,1.3502,2.1208
bbw_48_sft >= 0.007403|vol_z_89_sft <= -1.370045|vol_z_48_sft >= -1.286116,LONG,Ret_96,220,139,1.2707,1.4894
std_34_sft >= -9.07|std_8_sft <= 0.726908|std_21_sft <= 7.19688,LONG,Ret_96,276,59,1.3428,1.6316
std_5_sft >= 3.430447|natr_48_sft <= Close_sft|vol_z_89_sft <= 0.912652,LONG,Ret_72,261,279,1.2852,1.4381
vol_z_89_sft <= -1.65|std_34_sft <= 4.050388,LONG,Ret_96,233,76,1.2548,1.5333
std_5_sft >= 3.430447|vol_z_120_sft <= 0.930988,LONG,Ret_96,226,212,1.342,1.4423
vol_z_13_sft >= 0.97029|bbw_120_sft <= Close_sft|std_21_sft <= 3.054573,LONG,Ret_96,327,99,1.2724,1.8423
vol_z_48_sft <= -1.799152|vol_z_144_sft <= -0.446939,LONG,Ret_96,223,135,1.2915,1.5554
vol_z_144_sft <= -0.446939|vol_z_48_sft <= -1.799152|vol_z_120_sft <= -0.408338,LONG,Ret_96,222,135,1.2893,1.5669
bbw_5_sft >= 0.003591|natr_5_sft <= 0.211623,LONG,Ret_96,338,176,1.2507,1.8529
vol_z_21_sft >= -0.307313|vol_z_89_sft <= -1.370045,LONG,Ret_96,203,119,1.3563,1.5442
std_13_sft <= 3.41|vol_z_200_sft <= 4.69|std_8_sft <= 0.726908,LONG,Ret_96,271,61,1.2946,1.9862
std_55_sft <= 11.956969|std_8_sft >= 1.683368|vol_z_8_sft <= -1.248868,LONG,Ret_96,306,177,1.2764,1.387
vol_z_34_sft >= 0.788692|natr_5_sft >= 0.132175|vol_z_200_sft <= -0.5693,LONG,Ret_96,208,126,1.3722,1.4764
std_21_sft <= 7.19688|std_8_sft <= 0.726908|vol_z_13_sft <= -0.392608,LONG,Ret_96,270,59,1.3431,1.6168
natr_5_sft <= 0.211623|vol_z_55_sft <= Close_sft|natr_34_sft >= 0.220473,LONG,Ret_96,208,153,1.309,1.6013
std_34_sft <= Close_sft|vol_z_24_sft >= -0.291953|bbw_55_sft <= 0.01531,LONG,Ret_96,321,169,1.2595,1.4096
vol_z_48_sft <= -1.66|std_8_sft <= 1.072658,LONG,Ret_96,260,83,1.3016,1.9777
natr_34_sft <= Close_sft|vol_z_48_sft <= -1.286116|std_8_sft <= 0.726908,LONG,Ret_96,222,45,1.4568,1.8727
bbw_34_sft <= 0.008132|std_5_sft <= 0.75881,LONG,Ret_96,260,89,1.2702,1.6719
vol_z_48_sft <= -1.286116|std_8_sft <= 0.726908,LONG,Ret_96,222,45,1.4568,1.8727
bbw_21_sft <= 0.006008|bbw_89_sft <= 0.020122|vol_z_120_sft <= Close_sft,LONG,Ret_72,289,129,1.296,1.6428
std_21_sft <= 3.054573|vol_z_13_sft >= 1.14,LONG,Ret_96,319,94,1.2503,2.0342
vol_z_34_sft <= Close_sft|std_5_sft >= 3.430447|std_24_sft <= 3.48,LONG,Ret_96,201,83,1.3134,1.7389
natr_8_sft <= 0.215186|bbw_13_sft <= 0.00438|vol_z_55_sft <= -1.835457,LONG,Ret_96,224,106,1.2799,2.0281
bbw_8_sft <= 0.002194|natr_120_sft <= 0.278211|std_21_sft >= 2.016376,LONG,Ret_96,225,125,1.4097,1.7053
std_48_sft >= 4.88495|bbw_13_sft <= 0.00438,LONG,Ret_72,297,213,1.2908,1.5192
vol_z_89_sft <= -1.57|vol_z_200_sft <= Close_sft,LONG,Ret_96,268,168,1.2567,1.3573
vol_z_55_sft >= -0.290199|natr_5_sft >= 0.378965|vol_z_13_sft >= 1.39,LONG,Ret_72,242,202,1.3014,1.5012
vol_z_21_sft <= -0.307313|vol_z_5_sft <= -1.57,LONG,Ret_96,224,136,1.3098,1.6306
bbw_21_sft <= 0.0088|std_8_sft >= 2.760613,LONG,Ret_96,258,211,1.3551,1.418
bbw_21_sft >= 0.006008|natr_5_sft <= Close_sft|vol_z_48_sft <= -1.799152,LONG,Ret_96,219,152,1.3683,1.6362
bbw_34_sft >= -6.45|vol_z_89_sft <= -1.57,LONG,Ret_96,268,168,1.2567,1.3573
natr_21_sft >= 0.154328|std_8_sft <= 0.726908,LONG,Ret_96,257,58,1.3412,1.743
std_8_sft <= 0.726908|std_144_sft <= 19.486476|std_5_sft <= 2.077894,LONG,Ret_96,271,57,1.3216,1.8733
natr_89_sft <= 6.58|std_5_sft <= 0.75881|vol_z_120_sft >= -1.410417,LONG,Ret_96,345,144,1.2709,1.5576
natr_5_sft <= 0.211623|std_21_sft >= 3.44,LONG,Ret_96,285,192,1.2731,1.4702
bbw_21_sft >= 0.006008|vol_z_48_sft <= -1.799152,LONG,Ret_96,219,152,1.3683,1.6362
vol_z_48_sft >= 0.842775|std_21_sft <= 3.054573|bbw_8_sft >= 0.003177,LONG,Ret_96,216,43,1.3283,2.306
vol_z_21_sft <= -0.307313|vol_z_89_sft <= -1.370045|std_8_sft >= 1.072658,LONG,Ret_96,264,173,1.263,1.3541
vol_z_120_sft >= -1.410417|natr_34_sft <= Close_sft|std_5_sft <= 0.75881,LONG,Ret_96,345,144,1.2709,1.5576
vol_z_34_sft >= -1.260982|natr_8_sft <= 0.363757|bbw_24_sft <= 0.006573,LONG,Ret_72,363,168,1.2837,1.3886
natr_5_sft >= 0.378965|vol_z_24_sft >= 1.597743|natr_5_sft >= 0.378965,LONG,Ret_72,232,198,1.2726,1.516
natr_13_sft <= 0.353002|bbw_48_sft >= 0.007403|vol_z_48_sft <= -1.799152,LONG,Ret_96,256,156,1.3007,1.6006
natr_120_sft >= 0.224096|bbw_120_sft <= 0.034196|std_34_sft <= 9.28889,LONG,Ret_72,223,147,1.3212,1.6075
natr_8_sft <= 0.363757|std_8_sft <= 0.726908,LONG,Ret_96,278,65,1.3127,1.593
vol_z_24_sft >= -0.291953|std_8_sft >= 0.726908|bbw_55_sft <= 0.01531,LONG,Ret_96,320,169,1.2577,1.4096
std_24_sft <= 3.3073|std_21_sft <= 2.016376,LONG,Ret_96,307,70,1.2654,1.4596
std_8_sft <= 0.726908|vol_z_21_sft <= 0.803529|std_24_sft <= 7.668578,LONG,Ret_96,275,56,1.3437,1.5482
std_8_sft <= 0.726908|bbw_8_sft <= 0.007711|vol_z_55_sft <= 1.24,LONG,Ret_96,276,65,1.3296,1.5844
natr_13_sft <= 0.353002|std_8_sft <= 0.726908|bbw_5_sft >= -5.84,LONG,Ret_96,278,65,1.313,1.593
vol_z_89_sft <= -1.370045|vol_z_5_sft <= -1.376641,LONG,Ret_96,222,139,1.3837,1.519
vol_z_24_sft <= Close_sft|std_8_sft <= 0.726908,LONG,Ret_96,279,65,1.3082,1.593
