mt5_entry,eng_bar,offset,dprice,gap_h,close_prev
2023-11-10 17:00:00,47261.0,1.0,0.22001464843742724,1.0,1942.3599853515625
2023-11-20 17:00:00,47399.0,1.0,0.12994140625005457,1.0,1970.06005859375
2023-12-04 19:00:00,47624.0,1.0,0.07998535156252728,1.0,2025.8900146484375
2023-12-08 17:00:00,47714.0,1.0,0.1900439453124818,1.0,2008.5799560546875
2023-12-11 19:00:00,47739.0,1.0,0.08999023437490905,1.0,1981.510009765625
2023-12-18 03:00:00,47836.0,3.0,0.5800195312499454,52.0,2019.47998046875
2024-01-03 15:00:00,48080.0,1.0,0.11002441406253638,1.0,2045.5999755859375
2024-01-08 15:00:00,48149.0,1.0,0.07003417968758185,1.0,2024.5899658203125
2024-01-11 20:00:00,48223.0,1.0,0.13997070312507276,1.0,2014.280029296875
2024-01-16 13:00:00,48283.0,1.0,0.18997558593741815,1.0,2040.9000244140625
2024-01-17 19:00:00,48312.0,1.0,0.1500048828124818,1.0,2005.3699951171875
2024-02-02 17:00:00,48586.0,1.0,0.15002929687489086,1.0,2035.219970703125
2024-02-08 17:00:00,48678.0,1.0,0.10004882812495453,1.0,2028.199951171875
2024-02-09 19:00:00,48703.0,1.0,0.07996093749989086,1.0,2021.5400390625
2024-02-13 17:00:00,48747.0,1.0,0.10000488281252728,1.0,1995.6199951171875
2024-02-28 13:00:00,48994.0,1.0,0.03996093749992724,1.0,2027.2900390625
2024-03-12 18:00:00,49206.0,2.0,0.12004882812516371,2.0,2161.949951171875
2024-03-14 20:00:00,49254.0,2.0,0.1799511718750182,2.0,2158.550048828125
2024-03-18 07:00:00,49287.0,2.0,0.13006835937494543,2.0,2146.679931640625
2024-04-22 11:00:00,49843.0,1.0,0.17989257812496362,1.0,2360.860107421875
2024-04-23 14:00:00,49869.0,1.0,0.1600878906251637,1.0,2303.159912109375
2024-04-30 12:00:00,49982.0,1.0,0.1299316406248181,1.0,2312.820068359375
2024-05-13 14:00:00,50191.0,1.0,0.16003906249989086,1.0,2343.2099609375
2024-05-22 19:00:00,50357.0,1.0,0.20007812499989086,1.0,2391.919921875
2024-05-23 21:00:00,50382.0,1.0,0.2199218750001819,1.0,2332.080078125
2024-05-29 17:00:00,50468.0,1.0,0.07995117187510914,1.0,2345.550048828125
2024-06-04 19:00:00,50562.0,1.0,0.20002929687507276,1.0,2325.969970703125
2024-06-07 14:00:00,50626.0,1.0,0.17999023437505457,1.0,2333.510009765625
2024-06-21 19:00:00,50859.0,1.0,0.1199218749998181,1.0,2327.830078125
2024-06-26 18:00:00,50927.0,1.0,0.06001953124996362,1.0,2297.47998046875
2024-07-08 20:00:00,51111.0,1.0,0.1999316406249818,1.0,2358.570068359375
2024-07-19 04:00:00,51299.0,4.0,-10.509912109374909,5.0,2444.909912109375
2024-07-22 19:00:00,51339.0,2.0,-0.8699218749998181,2.0,2387.169921875
2024-07-25 06:00:00,51396.0,1.0,0.1699707031248181,1.0,2372.530029296875
2024-08-05 16:00:00,51567.0,1.0,0.22989257812514552,1.0,2374.360107421875
2024-08-14 20:00:00,51732.0,1.0,0.16991210937521828,1.0,2444.090087890625
2024-08-22 18:00:00,51868.0,1.0,0.1400683593751637,1.0,2479.929931640625
2024-08-30 21:00:00,52009.0,1.0,0.14004882812514552,1.0,2499.449951171875
2024-09-03 18:00:00,52050.0,1.0,0.15002929687489086,1.0,2478.219970703125
2024-09-06 21:00:00,52122.0,1.0,0.15000976562487267,1.0,2495.489990234375
2024-10-08 20:00:00,52627.0,1.0,0.20010742187514552,1.0,2608.889892578125
2024-10-23 19:00:00,52879.0,1.0,0.18011718749994543,1.0,2721.6298828125
2024-10-31 18:00:00,53016.0,2.0,0.08006835937521828,2.0,2734.679931640625
2024-11-06 10:00:00,53100.0,1.0,0.16011718749996362,1.0,2725.6298828125
2024-11-11 14:00:00,53173.0,1.0,0.22004882812507276,1.0,2662.449951171875
2024-11-13 21:00:00,53226.0,1.0,0.08010742187479991,1.0,2582.639892578125
2024-11-25 18:00:00,53407.0,1.0,0.14004882812514552,1.0,2628.199951171875
2024-12-02 06:00:00,53506.0,1.0,0.17004882812489086,1.0,2629.199951171875
2024-12-06 05:00:00,53597.0,1.0,0.2700878906248363,1.0,2625.159912109375
2024-12-12 19:00:00,53703.0,1.0,0.1801074218751637,1.0,2683.389892578125
2024-12-13 21:00:00,53728.0,1.0,0.4298925781249636,1.0,2654.110107421875
2024-12-18 23:00:00,53799.0,1.0,0.17989257812496362,1.0,2592.360107421875
2025-01-06 11:00:00,54037.0,1.0,0.1401074218752001,1.0,2631.389892578125
2025-01-13 19:00:00,54160.0,1.0,0.36995117187507276,1.0,2661.050048828125
2025-01-27 20:00:00,54389.0,1.0,0.11991210937503638,1.0,2733.590087890625
2025-02-03 07:00:00,54491.0,1.0,0.21991210937494543,1.0,2780.590087890625
2025-02-14 19:00:00,54710.0,1.0,0.3600878906249818,1.0,2895.659912109375
2025-02-25 19:00:00,54869.0,1.0,0.11000976562490905,1.0,2896.239990234375
2025-02-27 09:00:00,54905.0,1.0,0.2199902343750182,1.0,2894.010009765625
2025-02-28 11:00:00,54930.0,1.0,0.14989257812521828,1.0,2855.860107421875
2025-03-21 18:00:00,55282.0,2.0,0.2600488281250364,2.0,3015.449951171875
2025-04-03 16:00:00,55487.0,1.0,0.15010742187496362,1.0,3076.139892578125
2025-04-04 19:00:00,55513.0,1.0,0.1699902343748363,1.0,3021.760009765625
2025-04-07 21:00:00,55538.0,1.0,0.25991210937490905,1.0,2969.840087890625
2025-04-23 03:00:00,55773.0,1.0,0.34993164062507276,1.0,3336.320068359375
2025-04-30 14:00:00,55899.0,1.0,0.25989257812489086,1.0,3272.360107421875
2025-05-01 16:00:00,55924.0,1.0,0.2099121093751819,1.0,3226.590087890625
2025-05-12 03:00:00,56072.0,1.0,0.1499316406247999,1.0,3287.320068359375
2025-05-14 17:00:00,56132.0,1.0,0.2099316406252001,1.0,3191.070068359375
2025-05-27 11:00:00,56331.0,1.0,0.18995117187478172,1.0,3296.050048828125
2025-05-29 04:00:00,56370.0,1.0,0.31990234375007276,1.0,3264.85009765625
2025-06-06 19:00:00,56523.0,1.0,0.4200976562501637,1.0,3331.89990234375
2025-06-24 11:00:00,56789.0,1.0,0.06995117187489086,1.0,3329.550048828125
2025-06-27 08:00:00,56855.0,1.0,0.2499707031252001,1.0,3293.780029296875
2025-07-07 06:00:00,,,,,
2025-07-08 19:00:00,57023.0,1.0,0.1699707031248181,1.0,3298.030029296875
2025-07-15 22:00:00,57141.0,1.0,0.18005859374989086,1.0,3328.68994140625
2025-07-17 17:00:00,57182.0,1.0,0.09009765624978172,1.0,3318.89990234375
2025-07-23 21:00:00,57278.0,1.0,0.4499707031250182,1.0,3393.030029296875
2025-07-25 13:00:00,57316.0,1.0,0.20002929687507276,1.0,3345.719970703125
2025-07-28 18:00:00,57344.0,1.0,0.07999023437514552,1.0,3307.760009765625
2025-07-30 20:00:00,57392.0,1.0,0.2901074218748363,1.0,3297.889892578125
2025-08-11 14:00:00,57570.0,1.0,0.2499707031252001,1.0,3358.280029296875
2025-08-19 21:00:00,57715.0,1.0,0.1901171875001637,1.0,3317.3798828125
2025-09-24 23:00:00,58313.0,1.0,0.2998925781248545,1.0,3729.860107421875
2025-10-02 20:00:00,58448.0,1.0,0.3701074218752183,1.0,3844.639892578125
2025-10-09 21:00:00,58564.0,1.0,0.42999023437505457,1.0,3950.010009765625
2025-10-21 17:00:00,58744.0,1.0,0.2198242187496362,1.0,4173.18017578125
2025-10-27 16:00:00,58835.0,2.0,0.06011718750005457,2.0,4045.6298828125
2025-11-04 22:00:00,58979.0,1.0,0.4301074218751637,1.0,3937.139892578125
2025-11-14 16:00:00,59157.0,1.0,0.1499707031248363,1.0,4055.530029296875
2025-11-17 23:00:00,59187.0,1.0,0.1699511718747999,1.0,4040.800048828125
2025-12-02 14:00:00,59426.0,2.0,19.829980468750364,2.0,4185.52001953125
