Entry,Side,Exit,PF,R2,Stag_Active,Trades,OER,UI,Health,Monkey,Monkey_OOS,XS_IS,XS_OOS
stoch_24_sft <= 7.94|cci_8_sft <= Close_sft,LONG,SINTETICA_REVERSE,2.707,0.9186,1834,302,1.4087,2.4005,1.0187,100.0,91.4,0.5745,0.6397
stoch_24_sft <= 9.3,LONG,SINTETICA_REVERSE,2.766,0.9341,1834,287,1.3883,2.3924,1.0184,100.0,90.0,0.5754,0.6475
stoch_8_sft <= 92.218132|stoch_13_sft <= 8.66,LONG,SINTETICA_REVERSE,1.932,0.8489,2976,333,2.0,1.9798,1.0157,99.9,90.4,0.5597,0.6633
stoch_21_sft <= 8.58|willr_5_sft <= 2.54,LONG,SINTETICA_REVERSE,2.539,0.8814,2216,302,1.5055,2.4005,1.0148,100.0,90.9,0.5702,0.6537
hour_sft >= 0.0|stoch_21_sft <= 8.66|stoch_21_sft <= 46.167664,LONG,SINTETICA_REVERSE,2.55,0.8821,2216,304,1.4959,2.4108,1.0138,100.0,90.3,0.5715,0.6552
stoch_13_sft <= 8.64,LONG,SINTETICA_REVERSE,1.929,0.8478,2976,334,2.0,1.976,1.0123,100.0,90.4,0.5605,0.6538
cci_24_sft <= -2.85|stoch_24_sft <= 9.32|cci_34_sft <= -1.06,LONG,SINTETICA_REVERSE,2.756,0.9338,1834,285,1.3826,2.3868,1.0118,100.0,90.0,0.5749,0.6522
stoch_21_sft <= 8.57,LONG,SINTETICA_REVERSE,2.54,0.8817,2216,302,1.4882,2.402,1.0047,100.0,90.3,0.5716,0.6528
stoch_21_sft <= 8.53,LONG,SINTETICA_REVERSE,2.545,0.8818,2216,302,1.4845,2.4067,1.0045,100.0,90.3,0.5749,0.6528
stoch_21_sft <= 7.6|willr_48_sft <= -49.613716,LONG,SINTETICA_REVERSE,2.354,0.858,3382,267,1.8395,2.128,1.003,100.0,91.7,0.588,0.6846
stoch_21_sft <= 8.52,LONG,SINTETICA_REVERSE,2.543,0.8822,2216,301,1.481,2.405,1.0021,100.0,90.3,0.5746,0.6528
stoch_21_sft <= 8.77,LONG,SINTETICA_REVERSE,2.526,0.8856,2216,301,1.48,2.3955,1.0012,100.0,90.8,0.5732,0.6559
stoch_21_sft <= 8.73|cci_8_sft <= -10.518787,LONG,SINTETICA_REVERSE,2.471,0.8851,1662,323,1.4574,2.3391,1.0003,100.0,90.1,0.5661,0.6478
stoch_21_sft <= 8.67,LONG,SINTETICA_REVERSE,2.557,0.8814,2216,303,1.4737,2.4132,0.9999,100.0,90.8,0.5726,0.6563
stoch_21_sft <= 8.71,LONG,SINTETICA_REVERSE,2.566,0.8825,2216,302,1.4692,2.4128,0.9981,100.0,90.8,0.5719,0.6563
cci_13_sft <= 137.146484|willr_200_sft <= Close_sft|stoch_21_sft <= 8.56,LONG,SINTETICA_REVERSE,2.543,0.881,2216,305,1.4766,2.4051,0.998,100.0,90.8,0.5722,0.65
stoch_24_sft <= 46.792934|stoch_21_sft <= 8.22|stoch_8_sft <= 46.887909,LONG,SINTETICA_REVERSE,2.38,0.8523,3250,305,1.8247,2.1322,0.9956,100.0,90.6,0.5692,0.6585
stoch_24_sft <= 9.17|cci_8_sft <= -9.68,LONG,SINTETICA_REVERSE,2.642,0.9375,1834,314,1.3434,2.4,0.9944,100.0,90.9,0.5751,0.6438
stoch_34_sft <= 8.95,LONG,SINTETICA_REVERSE,4.936,0.9632,822,245,0.9165,2.9636,0.9936,100.0,90.0,0.5901,0.6437
stoch_13_sft <= 7.06,LONG,SINTETICA_REVERSE,2.155,0.8902,2585,309,2.0,1.8036,0.9876,100.0,93.3,0.5647,0.6343
willr_24_sft <= -87.097305|willr_120_sft <= 2.89|stoch_24_sft <= 8.13,LONG,SINTETICA_REVERSE,2.472,0.8999,2888,286,1.5758,2.2624,0.9855,100.0,90.6,0.5696,0.6617
stoch_21_sft <= 8.89|cci_21_sft <= 0.3,LONG,SINTETICA_REVERSE,2.562,0.8872,2216,301,1.4485,2.3859,0.9792,100.0,90.8,0.5726,0.651
stoch_21_sft <= 8.83,LONG,SINTETICA_REVERSE,2.561,0.8868,2216,300,1.4471,2.3854,0.9776,100.0,90.8,0.5722,0.65
stoch_21_sft <= 8.98,LONG,SINTETICA_REVERSE,2.604,0.8968,1662,298,1.356,2.4085,0.9757,100.0,90.5,0.5757,0.6482
stoch_21_sft <= 8.87,LONG,SINTETICA_REVERSE,2.563,0.8872,2216,300,1.442,2.3862,0.9752,100.0,90.8,0.5728,0.65
stoch_24_sft <= 7.46,LONG,SINTETICA_REVERSE,2.432,0.8932,2920,283,1.6188,2.2012,0.9748,100.0,91.4,0.5756,0.664
stoch_21_sft <= 8.91,LONG,SINTETICA_REVERSE,2.564,0.8858,2216,300,1.4424,2.3875,0.9744,100.0,90.8,0.5716,0.651
stoch_21_sft <= 8.88,LONG,SINTETICA_REVERSE,2.56,0.8868,2216,300,1.4434,2.3832,0.9744,100.0,90.8,0.5725,0.6509
stoch_21_sft <= 7.75|stoch_8_sft >= Close_sft|stoch_48_sft <= 82.044281,LONG,SINTETICA_REVERSE,2.189,0.8557,3382,294,1.8159,2.091,0.971,100.0,93.0,0.5761,0.6405
cci_8_sft <= -10.518787|stoch_48_sft <= 50.550011|stoch_13_sft <= 7.42,LONG,SINTETICA_REVERSE,2.317,0.8938,2720,277,2.0,1.7747,0.9695,100.0,92.9,0.5742,0.6233
stoch_24_sft <= 7.21|stoch_34_sft <= 82.737236,LONG,SINTETICA_REVERSE,2.409,0.9009,2351,282,1.5662,2.1765,0.9686,100.0,91.3,0.5747,0.657
cci_48_sft <= 132.840698|stoch_21_sft <= 8.92,LONG,SINTETICA_REVERSE,2.564,0.8858,2216,300,1.4238,2.387,0.9624,100.0,90.1,0.5716,0.6546
stoch_24_sft <= 7.28|cci_89_sft <= 57.505901,LONG,SINTETICA_REVERSE,2.423,0.8979,2351,281,1.5562,2.181,0.9615,100.0,91.3,0.575,0.657
stoch_13_sft <= 8.8|willr_89_sft <= Close_sft|stoch_8_sft >= Close_sft,LONG,SINTETICA_REVERSE,1.937,0.852,2976,343,2.0,1.8592,0.9572,100.0,91.8,0.555,0.6446
stoch_34_sft <= 9.31,LONG,SINTETICA_REVERSE,5.021,0.9598,822,242,0.8949,2.9218,0.9555,100.0,90.0,0.5928,0.6352
stoch_21_sft <= 8.2|willr_21_sft <= Close_sft,LONG,SINTETICA_REVERSE,2.374,0.8559,3382,301,1.7093,2.1781,0.9554,100.0,90.9,0.5736,0.6591
stoch_55_sft <= 81.226753|stoch_13_sft <= 7.15|stoch_5_sft <= 88.921791,LONG,SINTETICA_REVERSE,2.069,0.8776,2720,302,2.0,1.7813,0.9554,100.0,94.3,0.5773,0.6411
stoch_21_sft <= 8.19|stoch_144_sft <= 89.075752,LONG,SINTETICA_REVERSE,2.365,0.8565,3382,300,1.7078,2.1725,0.9529,100.0,90.9,0.5723,0.6648
stoch_8_sft <= 78.639908|stoch_13_sft <= 7.06,LONG,SINTETICA_REVERSE,2.156,0.8902,2585,309,1.9826,1.7545,0.9527,100.0,93.3,0.5647,0.6315
stoch_21_sft <= 8.04,LONG,SINTETICA_REVERSE,2.337,0.8585,3382,298,1.7293,2.139,0.9515,100.0,90.9,0.5764,0.6559
stoch_21_sft <= 8.26,LONG,SINTETICA_REVERSE,2.372,0.8559,3522,301,1.7094,2.1791,0.9512,100.0,90.9,0.5738,0.6593
stoch_21_sft <= 8.24,LONG,SINTETICA_REVERSE,2.37,0.8557,3522,301,1.711,2.1777,0.9512,100.0,90.9,0.5727,0.6593
cci_48_sft <= 73.932137|stoch_21_sft <= 8.24,LONG,SINTETICA_REVERSE,2.37,0.8557,3522,301,1.711,2.1777,0.9512,100.0,90.9,0.5727,0.6593
stoch_21_sft <= 8.23,LONG,SINTETICA_REVERSE,2.373,0.8557,3522,301,1.7091,2.1794,0.9509,100.0,90.9,0.5736,0.6593
stoch_34_sft <= 9.3,LONG,SINTETICA_REVERSE,5.06,0.9588,822,241,0.8897,2.9258,0.9507,100.0,90.0,0.5953,0.6352
stoch_21_sft <= 8.3,LONG,SINTETICA_REVERSE,2.373,0.8557,3390,301,1.6898,2.1751,0.9433,100.0,90.9,0.5741,0.6535
dow_sft >= -5.14|stoch_21_sft <= 8.38|cci_13_sft <= 79.580521,LONG,SINTETICA_REVERSE,2.531,0.8606,3390,302,1.5406,2.3543,0.9413,100.0,90.9,0.5791,0.6472
stoch_21_sft <= 8.18,LONG,SINTETICA_REVERSE,2.365,0.8581,3382,300,1.6788,2.1699,0.9382,100.0,90.9,0.572,0.6534
stoch_21_sft <= 8.38,LONG,SINTETICA_REVERSE,2.515,0.8578,3390,300,1.5466,2.3371,0.9347,100.0,90.9,0.5763,0.6482
stoch_21_sft <= 8.09|willr_5_sft <= 6.99,LONG,SINTETICA_REVERSE,2.332,0.8583,3382,298,1.6994,2.127,0.9305,100.0,90.9,0.5732,0.6558
stoch_21_sft <= 8.07,LONG,SINTETICA_REVERSE,2.334,0.8581,3382,298,1.6968,2.1293,0.9299,100.0,90.9,0.5757,0.6558
stoch_21_sft <= 8.07|willr_48_sft <= -8.44,LONG,SINTETICA_REVERSE,2.334,0.8581,3382,298,1.6968,2.1293,0.9299,100.0,90.9,0.5757,0.6558
stoch_21_sft <= 8.05,LONG,SINTETICA_REVERSE,2.337,0.8585,3382,298,1.6927,2.1328,0.9298,100.0,90.9,0.5759,0.6558
cci_8_sft <= Close_sft|stoch_24_sft <= 7.01,LONG,SINTETICA_REVERSE,2.647,0.9085,1822,290,1.3939,2.1931,0.9122,100.0,92.3,0.5755,0.654
hour_sft <= 16.0|stoch_120_sft <= 49.271656|stoch_89_sft >= 49.695614,LONG,Ret_12,5.062,0.9693,1585,77,1.6173,1.7185,0.8931,100.0,94.9,0.6082,0.6922
willr_89_sft <= Close_sft|stoch_13_sft <= 8.07,LONG,SINTETICA_REVERSE,1.838,0.8199,3377,329,2.0,1.8209,0.8882,99.9,90.5,0.5603,0.6535
