Entry,Side,Exit,PF,R2,Stag_Active,Trades,OER,UI,Health,Monkey,Monkey_OOS,XS_IS,XS_OOS
mfi_89_sft >= Close_sft|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
roc_120_sft <= -3.342182|mom_144_sft <= Close_sft,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
rsi_24_sft >= 5.79|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
mfi_55_sft >= 6.21|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
mom_5_sft <= Close_sft|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
mom_24_sft <= Close_sft|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
mom_55_sft <= Close_sft|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
mom_120_sft <= 0.01816|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
mom_120_sft <= 6.43|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
roc_120_sft <= -3.342182|mfi_5_sft >= -2.51,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
roc_120_sft <= -3.342182|rsi_48_sft >= -0.5,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
mfi_55_sft >= Close_sft|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
mom_200_sft <= 6.5|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
mfi_89_sft >= 1.68|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
roc_120_sft <= -2.38|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
roc_120_sft <= -3.342182|mom_120_sft <= Close_sft,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
roc_120_sft <= -3.342182|mom_89_sft <= Close_sft,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
roc_120_sft <= -3.342182|rsi_144_sft >= Close_sft,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
rsi_200_sft >= -4.05|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
rsi_200_sft >= Close_sft|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
roc_120_sft <= -3.342182|mfi_144_sft >= Close_sft,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7955,5.3226,1.5472,100.0,92.6,0.7366,0.7189
roc_120_sft <= -3.342182|roc_55_sft <= 5.114913,LONG,SINTETICA_REVERSE,28.439,0.989,1112,113,0.8063,5.2644,1.5472,100.0,93.0,0.7322,0.736
rsi_13_sft >= 6.3|mom_120_sft <= -0.03868|mom_21_sft <= 0.0457,LONG,SINTETICA_REVERSE,25.384,0.9861,1469,111,0.9541,4.7186,1.5472,100.0,95.0,0.7295,0.7659
mom_120_sft <= -0.03868|mom_144_sft >= -5.84|mfi_24_sft <= 66.042664,LONG,SINTETICA_REVERSE,30.822,0.9879,1469,115,0.9335,4.7988,1.5457,100.0,93.9,0.7247,0.7876
mom_120_sft <= -0.03868|mfi_24_sft <= 66.042664,LONG,SINTETICA_REVERSE,30.822,0.9879,1469,115,0.9335,4.7988,1.5457,100.0,93.9,0.7247,0.7876
roc_120_sft <= -3.342182|mom_144_sft <= Close_sft|force_34_sft <= 16.752851,LONG,SINTETICA_REVERSE,19.04,0.9831,1112,124,1.0221,4.2736,1.5456,100.0,94.5,0.7177,0.7634
roc_120_sft <= -3.0|force_21_sft <= 9.99,LONG,SINTETICA_REVERSE,16.295,0.9878,855,149,1.0634,3.9495,1.5454,100.0,93.9,0.7024,0.8342
roc_120_sft <= -3.342182|rsi_5_sft >= Close_sft,LONG,SINTETICA_REVERSE,28.664,0.9901,1112,117,0.7938,5.3201,1.5436,100.0,92.6,0.7366,0.7188
roc_120_sft <= -3.342182|force_200_sft <= 13.266931,LONG,SINTETICA_REVERSE,27.099,0.9905,1112,116,0.8425,5.0409,1.543,100.0,93.1,0.73,0.7493
mom_200_sft <= 0.06066|roc_120_sft <= -3.342182|mfi_89_sft >= -1.06,LONG,SINTETICA_REVERSE,27.7,0.9909,1112,116,0.8002,5.2715,1.5418,100.0,93.1,0.7348,0.7373
mom_120_sft <= -0.03868|cmo_120_sft <= 4.340496,LONG,SINTETICA_REVERSE,24.28,0.9889,1469,111,0.9255,4.8175,1.5412,100.0,93.7,0.7325,0.7804
roc_120_sft <= -3.342182|force_120_sft <= 19.156584,LONG,SINTETICA_REVERSE,19.589,0.9884,1112,117,0.8897,4.8046,1.541,100.0,92.5,0.7196,0.7554
cmo_89_sft <= 4.65|mom_120_sft <= -0.03868,LONG,SINTETICA_REVERSE,23.935,0.9866,1469,111,0.9455,4.7308,1.5394,100.0,93.7,0.7374,0.7864
mom_120_sft <= -0.03868|cmo_24_sft <= 30.071245,LONG,SINTETICA_REVERSE,25.222,0.9897,1469,111,0.8991,4.9279,1.537,100.0,93.7,0.7396,0.7804
mfi_144_sft >= 41.958717|mom_120_sft <= -0.03868,LONG,SINTETICA_REVERSE,28.981,0.9888,1469,108,0.9195,4.8218,1.5334,100.0,95.0,0.7453,0.7715
mom_48_sft <= Close_sft|roc_120_sft <= -3.342182|rsi_13_sft <= 61.484268,LONG,SINTETICA_REVERSE,24.987,0.9757,1112,126,0.9701,4.4695,1.5301,100.0,94.5,0.7147,0.7232
rsi_13_sft <= 61.484268|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,24.987,0.9757,1112,126,0.9701,4.4695,1.5301,100.0,94.5,0.7147,0.7232
roc_21_sft <= Close_sft|mom_120_sft <= -0.03868,LONG,SINTETICA_REVERSE,25.728,0.9924,1469,107,1.0949,4.0827,1.5274,100.0,95.0,0.7489,0.7773
force_55_sft <= 31.711349|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,19.491,0.9856,1112,118,0.8884,4.7719,1.5241,100.0,94.2,0.7302,0.7305
mom_120_sft <= -0.03868|roc_34_sft <= Close_sft,LONG,SINTETICA_REVERSE,28.351,0.9909,1469,109,0.9792,4.515,1.523,100.0,94.6,0.7479,0.7799
mom_120_sft <= -0.03868|cmo_120_sft <= Close_sft,LONG,SINTETICA_REVERSE,25.259,0.9888,1469,108,0.9737,4.5422,1.5214,100.0,94.9,0.7339,0.7731
roc_120_sft <= -3.342182|cmo_5_sft <= 67.323578,LONG,SINTETICA_REVERSE,27.123,0.9889,1112,128,0.839,4.9873,1.5184,100.0,93.6,0.7418,0.7227
roc_21_sft <= 4.118292|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,25.904,0.9856,1112,116,0.8675,4.8474,1.5155,100.0,93.8,0.7191,0.7192
force_55_sft <= 12.787823|mom_120_sft <= -0.03868|rsi_24_sft >= Close_sft,LONG,SINTETICA_REVERSE,15.553,0.9891,1469,119,1.0972,4.0569,1.5155,100.0,94.9,0.7051,0.7793
force_55_sft <= 12.787823|mom_120_sft <= -0.03868,LONG,SINTETICA_REVERSE,15.553,0.9891,1469,119,1.0972,4.0569,1.5155,100.0,94.9,0.7051,0.7793
mom_120_sft <= -0.03868|cmo_48_sft <= Close_sft,LONG,SINTETICA_REVERSE,28.812,0.9822,1469,108,0.9777,4.5279,1.512,100.0,94.9,0.731,0.7731
mfi_8_sft >= 19.147154|mom_120_sft <= -0.03868,LONG,SINTETICA_REVERSE,19.01,0.9914,1801,129,0.9546,4.7092,1.5113,100.0,94.1,0.7012,0.7321
roc_120_sft <= -3.342182|force_48_sft <= 14.050882,LONG,SINTETICA_REVERSE,16.293,0.9876,1112,125,0.9724,4.3456,1.509,100.0,94.2,0.7047,0.7601
mom_120_sft <= -0.01699|cmo_5_sft >= -8.13,LONG,SINTETICA_REVERSE,8.358,0.9703,1130,234,1.3233,3.3393,1.5086,100.0,91.1,0.6036,0.5588
mom_120_sft <= -0.03868|cmo_144_sft <= 3.796188,LONG,SINTETICA_REVERSE,24.278,0.9889,1469,111,0.9029,4.8217,1.5085,100.0,93.8,0.7325,0.7875
force_89_sft <= 22.962572|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,19.919,0.9869,1112,117,0.8685,4.8096,1.5072,100.0,93.6,0.7263,0.7376
mom_120_sft <= -0.03868|roc_55_sft <= 1.885001,LONG,SINTETICA_REVERSE,25.802,0.9882,1469,108,0.9218,4.7275,1.5058,100.0,93.7,0.7426,0.7798
roc_120_sft <= -3.342182|cmo_48_sft <= 9.187442,LONG,SINTETICA_REVERSE,26.274,0.9865,1112,115,0.846,4.9208,1.5056,100.0,93.0,0.7293,0.7324
roc_120_sft <= -3.342182|cmo_48_sft <= 9.187442|rsi_55_sft >= -5.99,LONG,SINTETICA_REVERSE,26.274,0.9865,1112,115,0.846,4.9208,1.5056,100.0,93.0,0.7293,0.7324
roc_120_sft <= -3.342182|cmo_24_sft <= 0.658498,LONG,SINTETICA_REVERSE,23.961,0.9874,1537,124,1.1452,3.9049,1.5053,100.0,94.5,0.7068,0.7342
cmo_34_sft <= Close_sft|mom_120_sft <= -0.03868,LONG,SINTETICA_REVERSE,30.161,0.9778,1537,114,1.0027,4.4499,1.5044,100.0,94.9,0.7242,0.7713
rsi_13_sft <= 71.816742|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,27.817,0.989,1112,116,0.8093,5.1027,1.5044,100.0,93.0,0.7305,0.7272
mfi_5_sft <= 87.484627|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,23.367,0.9848,1104,138,0.8736,4.7765,1.503,100.0,93.1,0.7216,0.7445
mom_120_sft <= 8.82|force_120_sft >= -22.447802|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,14.493,0.9777,1108,114,1.0023,4.2472,1.5016,100.0,94.8,0.6868,0.7085
mom_120_sft <= -0.03868|cmo_144_sft <= Close_sft,LONG,SINTETICA_REVERSE,25.131,0.9895,1469,106,0.964,4.5117,1.4986,100.0,94.9,0.7348,0.7731
mom_21_sft <= -0.00052|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,21.962,0.9892,1537,115,1.1589,3.8346,1.4972,100.0,95.5,0.7178,0.7682
mfi_89_sft >= 39.951752|mom_120_sft <= -0.03868,LONG,SINTETICA_REVERSE,22.829,0.9746,1941,117,0.9637,4.7514,1.4971,100.0,95.0,0.7173,0.7231
roc_120_sft <= -3.38|rsi_120_sft >= Close_sft|mom_24_sft <= 0.01396,LONG,SINTETICA_REVERSE,27.348,0.9888,1112,111,0.9389,4.4404,1.4957,100.0,93.8,0.7289,0.7276
rsi_200_sft <= 49.790897|mom_120_sft <= -0.03868,LONG,SINTETICA_REVERSE,23.884,0.9887,1469,105,1.0025,4.3459,1.4945,100.0,94.9,0.728,0.7731
cmo_55_sft <= 0.89|mom_120_sft <= -0.03868,LONG,SINTETICA_REVERSE,26.039,0.9845,1469,106,0.9789,4.4587,1.494,100.0,94.9,0.7196,0.7731
mom_120_sft <= -0.03868|mfi_24_sft <= 58.240715,LONG,SINTETICA_REVERSE,32.555,0.99,1469,120,1.0063,4.3196,1.4924,100.0,95.5,0.7253,0.7825
roc_120_sft <= -3.342182|force_144_sft <= 6.032463,LONG,SINTETICA_REVERSE,18.881,0.9837,1537,115,0.9757,4.4904,1.4897,100.0,94.2,0.7308,0.7519
mom_120_sft <= -0.01699|force_144_sft >= -9.216394|force_5_sft >= -99.99379,LONG,SINTETICA_REVERSE,6.541,0.9887,1076,223,1.159,3.6328,1.4895,100.0,91.7,0.5772,0.6278
mom_120_sft <= -0.03868|cmo_34_sft <= 1.04,LONG,SINTETICA_REVERSE,30.213,0.9759,1537,113,0.9929,4.4537,1.4892,100.0,94.9,0.7236,0.7713
roc_13_sft <= 8.46|mom_120_sft <= -0.03868,LONG,SINTETICA_REVERSE,26.207,0.989,1469,114,0.8425,5.061,1.4881,100.0,94.9,0.7443,0.6877
rsi_34_sft <= 61.661804|rsi_144_sft >= Close_sft|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,28.148,0.9899,1112,115,0.7893,5.1477,1.4857,100.0,93.0,0.7372,0.7324
rsi_34_sft <= 61.661804|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,28.148,0.9899,1112,115,0.7893,5.1477,1.4857,100.0,93.0,0.7372,0.7324
cmo_34_sft <= 0.111583|roc_120_sft <= -3.41|roc_120_sft <= -1.507078,LONG,SINTETICA_REVERSE,27.146,0.9843,1537,116,0.9951,4.3954,1.4855,100.0,94.9,0.726,0.7683
roc_120_sft <= -3.342182|cmo_34_sft <= 12.353079,LONG,SINTETICA_REVERSE,25.961,0.9874,1112,115,0.8441,4.8589,1.4851,100.0,93.4,0.724,0.7253
mom_120_sft <= -0.03868|cmo_200_sft <= Close_sft,LONG,SINTETICA_REVERSE,25.151,0.9894,1469,105,0.94,4.5675,1.4826,100.0,94.9,0.7301,0.7731
mom_120_sft <= -0.03868|mom_200_sft <= 0.02501,LONG,SINTETICA_REVERSE,25.495,0.9919,1469,107,0.9232,4.629,1.482,100.0,94.6,0.728,0.7799
mom_34_sft <= -0.01698|roc_55_sft <= -4.954921,LONG,SINTETICA_REVERSE,30.779,0.961,1989,75,1.8956,2.5506,1.4819,100.0,95.3,0.6485,0.7776
roc_120_sft <= -1.507078|force_48_sft >= -15.472201,LONG,SINTETICA_REVERSE,7.045,0.98,734,208,1.0385,3.8116,1.4809,100.0,90.1,0.6162,0.6318
mom_120_sft <= -0.03868|mom_34_sft <= 0.00016,LONG,SINTETICA_REVERSE,26.734,0.9892,1469,104,1.0894,3.9842,1.4788,100.0,95.2,0.7285,0.757
roc_120_sft <= -3.342182|roc_89_sft <= 4.974923,LONG,SINTETICA_REVERSE,27.374,0.9897,1112,112,0.8017,5.0534,1.4786,100.0,93.0,0.7233,0.7326
roc_120_sft <= -1.507078|force_144_sft >= -9.216394,LONG,SINTETICA_REVERSE,9.261,0.9702,643,195,0.9617,4.0368,1.4772,100.0,91.4,0.6095,0.6474
roc_48_sft <= 0.38|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,28.033,0.9867,1112,111,0.9157,4.4936,1.4764,100.0,93.8,0.7368,0.7211
roc_120_sft <= -3.342182|cmo_34_sft <= 5.74,LONG,SINTETICA_REVERSE,28.94,0.9757,1112,116,0.883,4.6944,1.4761,100.0,94.5,0.7256,0.7253
cmo_24_sft <= 30.071245|roc_120_sft <= -3.33,LONG,SINTETICA_REVERSE,27.984,0.9897,1112,113,0.7881,5.1181,1.4751,100.0,93.0,0.7367,0.7296
roc_120_sft <= -3.54,LONG,SINTETICA_REVERSE,27.6,0.9872,1854,114,0.9138,4.8164,1.474,100.0,93.7,0.7224,0.7349
mfi_5_sft >= 4.21|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,21.688,0.9888,1494,128,0.8284,5.0968,1.4726,100.0,92.9,0.6938,0.6897
mom_120_sft <= -0.03868|force_89_sft <= 8.92,LONG,SINTETICA_REVERSE,15.918,0.9822,1469,113,1.0547,4.1155,1.4725,100.0,95.0,0.7163,0.759
roc_5_sft >= -0.014955|roc_120_sft <= -3.342182,LONG,Ret_12,30.34,0.9847,1107,81,1.0467,3.9736,1.4719,100.0,92.2,0.7723,0.8383
mfi_34_sft <= 63.330288|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,27.204,0.9909,1112,123,0.8029,5.0164,1.4714,100.0,93.9,0.7142,0.7234
cmo_55_sft <= 15.77266|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,28.149,0.9897,1112,113,0.7794,5.1534,1.4706,100.0,93.0,0.7337,0.7331
mom_120_sft <= -0.03868|roc_200_sft <= 2.238222,LONG,SINTETICA_REVERSE,25.465,0.9915,1469,106,0.9157,4.6248,1.4692,100.0,94.6,0.7264,0.7799
rsi_34_sft >= 4.69|roc_120_sft <= -4.5,LONG,SINTETICA_REVERSE,34.188,0.9852,2786,75,1.2613,3.7751,1.469,100.0,96.2,0.7533,0.7994
mfi_55_sft >= 37.479076|rsi_8_sft >= 1.67|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,30.392,0.9912,1242,114,0.8542,4.8029,1.4665,100.0,93.8,0.7177,0.7285
mom_144_sft <= 0.04361|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,25.663,0.9882,1112,120,0.8219,4.8973,1.4629,100.0,94.4,0.724,0.7263
roc_120_sft <= -3.342182|mfi_5_sft >= Close_sft,LONG,SINTETICA_REVERSE,21.924,0.9887,1494,127,0.8205,5.1035,1.4618,100.0,92.9,0.7003,0.6897
mom_120_sft <= -0.03868|roc_24_sft <= Close_sft|cmo_34_sft <= 0.111583,LONG,SINTETICA_REVERSE,26.863,0.9878,1537,109,1.0914,3.951,1.4579,100.0,95.2,0.7383,0.7648
mom_24_sft <= 0.01396|mom_120_sft <= -0.03868,LONG,SINTETICA_REVERSE,27.053,0.9926,1469,106,0.9748,4.3279,1.4566,100.0,93.7,0.7395,0.7679
mom_120_sft <= -0.03868|rsi_24_sft <= 57.921219,LONG,SINTETICA_REVERSE,25.866,0.9876,1469,111,0.9017,4.663,1.4553,100.0,93.7,0.7308,0.7362
roc_48_sft <= -5.149533|cmo_144_sft <= -3.896738,LONG,SINTETICA_REVERSE,18.165,0.9885,1977,77,1.678,2.7309,1.4553,100.0,94.3,0.6902,0.7846
roc_120_sft <= -3.342182|rsi_120_sft <= 52.170246,LONG,SINTETICA_REVERSE,26.871,0.9885,1112,114,0.7958,5.0071,1.4536,100.0,94.2,0.7269,0.734
rsi_144_sft <= 48.051632|mom_89_sft <= -0.05636,LONG,SINTETICA_REVERSE,26.327,0.955,1724,79,1.7663,2.6412,1.4534,100.0,94.4,0.6687,0.8334
cmo_24_sft <= 30.071245|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,27.906,0.9896,1112,114,0.7739,5.1175,1.4512,100.0,94.2,0.7338,0.734
roc_120_sft <= -3.342182|mom_8_sft <= 9.69|rsi_24_sft <= 65.035622,LONG,SINTETICA_REVERSE,27.906,0.9896,1112,114,0.7739,5.1175,1.4512,100.0,94.2,0.7338,0.734
roc_120_sft <= -3.342182|mfi_34_sft >= 34.651367|mom_200_sft <= Close_sft,LONG,SINTETICA_REVERSE,20.308,0.9861,1112,116,0.8658,4.6426,1.4496,100.0,93.0,0.6977,0.7254
mfi_200_sft >= 43.263248|mfi_48_sft <= 60.798355|mom_120_sft <= -0.03868,LONG,SINTETICA_REVERSE,15.451,0.9802,1469,118,0.942,4.4982,1.4492,100.0,94.8,0.7359,0.7156
roc_120_sft <= -3.59|rsi_55_sft >= -4.59,LONG,SINTETICA_REVERSE,25.637,0.981,1854,113,0.9204,4.7345,1.4491,100.0,93.7,0.6952,0.7535
mom_120_sft <= -0.03868|cmo_144_sft <= -3.32,LONG,SINTETICA_REVERSE,21.291,0.9888,1537,100,1.1121,3.8544,1.4485,100.0,94.8,0.7109,0.7622
cmo_8_sft <= 30.649588|mom_120_sft <= -0.03868,LONG,SINTETICA_REVERSE,21.141,0.9714,1469,125,1.0456,4.118,1.4456,100.0,95.5,0.7132,0.7652
mom_120_sft <= -0.03868|rsi_89_sft <= 49.844425,LONG,SINTETICA_REVERSE,23.24,0.9899,1537,102,0.9552,4.4111,1.4445,100.0,94.9,0.7249,0.7731
mom_120_sft <= -0.03868|force_89_sft >= -26.578257,LONG,SINTETICA_REVERSE,15.834,0.9806,1465,108,1.0609,4.0191,1.4438,100.0,95.7,0.7241,0.7814
cmo_120_sft <= -0.352976|mom_120_sft <= -0.03868|rsi_34_sft <= 50.05579,LONG,SINTETICA_REVERSE,25.728,0.9849,1537,109,1.0168,4.1827,1.4424,100.0,95.2,0.7195,0.7659
force_55_sft >= -14.689145|roc_120_sft <= -3.342182|cmo_144_sft <= 3.796188,LONG,Ret_12,10.775,0.9884,1721,78,1.446,3.0493,1.4389,100.0,93.9,0.7176,0.8534
mom_120_sft <= -0.03868|mfi_13_sft >= 25.196337,LONG,SINTETICA_REVERSE,29.396,0.9845,1776,122,0.9029,4.7388,1.4387,100.0,95.0,0.7238,0.7663
mom_120_sft <= -0.03868|mom_24_sft <= -0.00035,LONG,SINTETICA_REVERSE,27.391,0.9865,1537,103,1.0993,3.8768,1.4381,100.0,95.5,0.7355,0.8168
mfi_8_sft >= 19.147154|rsi_13_sft <= 61.484268|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,18.203,0.9815,1494,134,1.0522,4.0394,1.4378,100.0,94.1,0.6746,0.7288
roc_120_sft <= -3.342182|roc_55_sft <= Close_sft,LONG,SINTETICA_REVERSE,25.727,0.982,1112,109,0.8445,4.7237,1.4363,100.0,94.4,0.73,0.7324
roc_120_sft <= -3.342182|roc_200_sft <= 5.495567,LONG,SINTETICA_REVERSE,27.3,0.9907,1112,114,0.767,5.0985,1.4358,100.0,94.2,0.7318,0.7167
roc_120_sft <= -3.6,LONG,SINTETICA_REVERSE,25.745,0.9835,1854,111,0.9081,4.7361,1.4358,100.0,93.7,0.6983,0.7535
cmo_144_sft <= -7.214999|roc_89_sft <= -0.068648,LONG,SINTETICA_REVERSE,47.977,0.9533,611,113,1.181,3.2816,1.4347,100.0,90.2,0.722,0.7448
cmo_5_sft >= -68.36451|mom_120_sft <= -0.03868,LONG,SINTETICA_REVERSE,12.416,0.9731,1615,128,1.0447,4.1354,1.4347,100.0,95.6,0.635,0.7841
mom_89_sft <= -0.00077|rsi_144_sft <= 46.392502,LONG,SINTETICA_REVERSE,46.42,0.9524,611,113,1.1857,3.2718,1.4343,100.0,90.2,0.7178,0.7448
cmo_24_sft <= 30.071245|roc_120_sft <= -3.342182|cmo_89_sft <= Close_sft,LONG,SINTETICA_REVERSE,25.561,0.986,1112,111,0.8366,4.7306,1.4323,100.0,94.5,0.7294,0.7253
roc_48_sft <= -4.84|mfi_200_sft <= 52.154392,LONG,SINTETICA_REVERSE,14.827,0.9731,1992,76,2.0,2.3139,1.4323,100.0,96.4,0.64,0.9296
roc_120_sft <= -3.57|roc_21_sft <= -0.045774,LONG,SINTETICA_REVERSE,19.224,0.9879,1537,111,1.2438,3.4248,1.4255,100.0,95.1,0.6837,0.7772
mom_120_sft <= -0.03868|cmo_8_sft <= 55.951771,LONG,SINTETICA_REVERSE,25.769,0.9902,1469,116,0.8354,4.8725,1.4237,100.0,95.0,0.7467,0.7406
mom_89_sft <= -0.05636|rsi_200_sft <= 48.462494,LONG,SINTETICA_REVERSE,26.047,0.9583,2503,80,1.8573,2.5793,1.4228,100.0,93.6,0.6699,0.8181
force_120_sft <= 19.156584|mfi_5_sft <= 87.484627|mom_120_sft <= -0.03868,LONG,SINTETICA_REVERSE,19.496,0.9883,1469,131,0.9471,4.3582,1.4228,100.0,94.6,0.7345,0.7726
roc_120_sft <= -3.342182|rsi_55_sft <= 54.127712|mom_200_sft <= 0.02501,LONG,SINTETICA_REVERSE,25.253,0.9865,1112,110,0.8275,4.7376,1.4212,100.0,94.5,0.7283,0.7253
roc_120_sft <= -3.342182|cmo_200_sft <= Close_sft|rsi_48_sft <= 54.593719,LONG,SINTETICA_REVERSE,25.433,0.987,1112,110,0.8224,4.7606,1.421,100.0,94.5,0.7267,0.7253
roc_120_sft <= -3.342182|cmo_200_sft <= Close_sft,LONG,SINTETICA_REVERSE,25.407,0.9869,1112,110,0.8232,4.7566,1.421,100.0,94.5,0.7248,0.7253
mom_120_sft <= 0.03876|mom_120_sft <= -0.03868|cmo_120_sft <= -0.352976,LONG,SINTETICA_REVERSE,23.841,0.9894,1537,100,0.9469,4.3735,1.4204,100.0,94.9,0.7234,0.7731
cmo_120_sft <= -4.463412|roc_48_sft <= -5.149533|mfi_144_sft >= -3.0,LONG,SINTETICA_REVERSE,17.9,0.9802,1977,76,1.6215,2.7742,1.4193,100.0,94.3,0.6858,0.7846
roc_120_sft <= -3.342182|cmo_55_sft <= Close_sft|mom_13_sft <= Close_sft,LONG,SINTETICA_REVERSE,24.554,0.981,1112,110,0.852,4.6314,1.4182,100.0,94.5,0.708,0.7253
roc_55_sft <= -4.26|roc_120_sft <= -1.507078,LONG,SINTETICA_REVERSE,29.572,0.9668,2744,76,1.8972,2.5239,1.4167,100.0,95.4,0.6996,0.7973
cmo_144_sft <= 7.023585|roc_120_sft <= -3.342182|mfi_34_sft <= 56.831467,LONG,SINTETICA_REVERSE,30.764,0.9867,1537,120,0.8808,4.6689,1.4166,100.0,94.2,0.7004,0.7492
mom_120_sft <= -0.03868|mfi_144_sft >= 45.396118,LONG,SINTETICA_REVERSE,32.697,0.9807,1941,101,0.9949,4.3134,1.4077,100.0,95.5,0.7372,0.7279
force_34_sft >= -45.06115|mom_120_sft <= -0.03868,LONG,SINTETICA_REVERSE,13.889,0.9892,1638,114,1.0349,4.0306,1.4066,100.0,95.3,0.6994,0.766
roc_200_sft <= -0.189906|roc_120_sft <= -3.19,LONG,SINTETICA_REVERSE,26.107,0.9905,1537,113,0.9803,4.1896,1.4055,100.0,93.9,0.7384,0.7672
mom_120_sft <= -0.03868|roc_120_sft <= 1.618074|mfi_21_sft <= 59.071575,LONG,SINTETICA_REVERSE,31.19,0.9922,1537,119,0.9326,4.3716,1.4044,100.0,95.5,0.7302,0.7827
mfi_120_sft >= 9.61|cmo_21_sft <= Close_sft|roc_120_sft <= -3.342182,LONG,SINTETICA_REVERSE,24.807,0.9874,1537,121,1.0946,3.7948,1.4034,100.0,94.4,0.721,0.7214
roc_120_sft <= Close_sft|roc_120_sft <= -3.342182|mfi_8_sft >= Close_sft,LONG,SINTETICA_REVERSE,34.559,0.99,1494,116,0.7475,5.3131,1.4031,100.0,93.9,0.7294,0.6904
roc_48_sft <= -5.149533|rsi_55_sft <= 49.872379|rsi_89_sft <= 47.183369,LONG,SINTETICA_REVERSE,18.642,0.9802,1977,75,1.5927,2.784,1.4005,100.0,94.3,0.7,0.7846
roc_48_sft <= -5.149533|cmo_89_sft <= -5.633263,LONG,SINTETICA_REVERSE,18.642,0.9802,1977,75,1.5927,2.784,1.4005,100.0,94.3,0.7,0.7846
