Entry,Side,Exit,PF,R2,Stag_Active,Trades,OER,UI,Health,Monkey,Monkey_OOS,XS_IS,XS_OOS
macdh_34_sft <= ema_8_sft|aroon_120_sft >= 72.5,SHORT,Ret_12,9.265,0.9693,1654,91,0.9081,2.1095,0.6399,100.0,93.4,0.7317,0.7079
aroon_120_sft >= 72.5|aroon_120_sft >= ema_13_sft,SHORT,Ret_12,9.265,0.9693,1654,91,0.9081,2.1095,0.6399,100.0,93.4,0.7317,0.7079
plus_di_13_sft >= ema_5_sft|aroon_120_sft >= 72.5,SHORT,Ret_12,9.265,0.9693,1654,91,0.9081,2.1095,0.6399,100.0,93.4,0.7317,0.7079
slope_34_sft <= 1.99|aroon_120_sft >= 72.5,SHORT,Ret_12,9.265,0.9693,1654,91,0.9081,2.1095,0.6399,100.0,93.4,0.7317,0.7079
aroon_120_sft >= 72.5|efficiency_13_sft <= 5.17,SHORT,Ret_12,9.265,0.9693,1654,91,0.9081,2.1095,0.6399,100.0,93.4,0.7317,0.7079
aroon_120_sft >= 72.5|slope_120_sft <= ema_5_sft,SHORT,Ret_12,9.265,0.9693,1654,91,0.9081,2.1095,0.6399,100.0,93.4,0.7317,0.7079
trix_13_sft <= 7.67|aroon_120_sft >= 72.5,SHORT,Ret_12,9.265,0.9693,1654,91,0.9081,2.1095,0.6399,100.0,93.4,0.7317,0.7079
plus_di_13_sft >= ema_89_sft|aroon_120_sft >= 72.5,SHORT,Ret_12,9.265,0.9693,1654,91,0.9081,2.1095,0.6399,100.0,93.4,0.7317,0.7079
aroon_120_sft >= 72.5|plus_di_144_sft >= 1.25,SHORT,Ret_12,9.265,0.9693,1654,91,0.9081,2.1095,0.6399,100.0,93.4,0.7317,0.7079
aroon_120_sft >= 72.5|slope_89_sft <= 8.65,SHORT,Ret_12,9.265,0.9693,1654,91,0.9081,2.1095,0.6399,100.0,93.4,0.7317,0.7079
aroon_120_sft >= 72.5|adx_24_sft >= 10.770935,SHORT,Ret_12,9.299,0.9684,1654,91,0.9044,2.1168,0.6392,100.0,93.4,0.7327,0.7079
aroon_120_sft >= 72.5|plus_di_24_sft >= 18.471897,SHORT,Ret_12,10.331,0.9753,1654,90,0.8729,2.1616,0.6368,100.0,93.4,0.747,0.7079
plus_di_8_sft >= 3.23|aroon_120_sft >= 72.5|plus_di_21_sft >= 17.405758,SHORT,Ret_12,10.331,0.9753,1654,90,0.8729,2.1616,0.6368,100.0,93.4,0.747,0.7079
aroon_120_sft >= 72.5|adx_144_sft <= 6.925985,SHORT,Ret_12,8.785,0.9653,1654,87,0.9627,1.9996,0.6368,100.0,94.0,0.7259,0.6908
adx_55_sft <= 16.606998|aroon_120_sft >= 72.5,SHORT,Ret_12,8.25,0.9642,1909,89,0.9795,2.0087,0.6368,100.0,94.0,0.7237,0.6908
adx_48_sft >= 15.390946|trix_89_sft >= -0.006697|ema_55_sft <= ema_48_sft,SHORT,Ret_12,7.62,0.9346,1822,89,1.1725,1.7412,0.6346,100.0,91.8,0.6846,0.5392
trix_55_sft >= 0.02781|plus_di_144_sft >= 31.922911,SHORT,Ret_12,15.461,0.9807,3109,82,0.9153,2.2241,0.6338,100.0,92.8,0.6726,0.6044
minus_di_34_sft <= 42.962524|trix_24_sft >= 0.030425|efficiency_120_sft >= 0.089593,SHORT,SINTETICA_REVERSE,5.442,0.9795,998,82,0.8714,1.9984,0.6331,100.0,94.6,0.6385,0.5422
aroon_120_sft >= 72.5|linreg_55_sft >= 1.5e-05,SHORT,Ret_12,13.325,0.9616,1260,78,0.9694,1.9065,0.6317,100.0,94.9,0.761,0.7482
plus_di_48_sft >= 26.936235|trix_89_sft >= 0.014626,SHORT,Ret_12,2.749,0.8933,3313,76,2.0,1.1853,0.6314,99.9,92.4,0.5773,0.6485
aroon_120_sft >= 72.5|aroon_24_sft >= -83.333336,SHORT,Ret_12,9.486,0.9649,1654,90,0.9157,2.0748,0.6312,100.0,93.4,0.7291,0.7079
trix_89_sft >= 0.014626|plus_di_144_sft >= 31.922911,SHORT,Ret_12,2.727,0.8946,3313,75,2.0,1.183,0.631,99.9,93.8,0.5724,0.7047
aroon_89_sft >= -39.325844|trix_55_sft >= 0.02781,SHORT,Ret_12,9.185,0.9801,2279,94,0.8642,2.2425,0.6307,100.0,91.9,0.6531,0.5613
aroon_24_sft <= 79.166664|trix_55_sft >= 0.02781,SHORT,Ret_12,9.723,0.9766,2279,94,0.9031,2.1596,0.6298,100.0,90.9,0.6607,0.5488
adx_21_sft >= 11.538095|trix_55_sft >= 0.02781,SHORT,Ret_12,9.141,0.9801,2279,94,0.8558,2.2537,0.6284,100.0,90.9,0.6524,0.602
linreg_144_sft >= 0.000162|trix_55_sft >= 0.02781,SHORT,Ret_12,7.079,0.9754,2279,87,1.0654,1.8546,0.6276,100.0,91.8,0.6021,0.5358
macdh_5_sft >= -0.003008|minus_di_24_sft <= 46.086296|trix_89_sft >= 0.014626,SHORT,Ret_12,2.568,0.8604,3435,77,2.0,1.2283,0.6274,99.9,92.2,0.5835,0.6335
aroon_120_sft >= 72.5|linreg_89_sft >= -0.000324,SHORT,Ret_12,13.273,0.9587,1654,90,0.8664,2.1754,0.6257,100.0,93.4,0.7386,0.7079
aroon_120_sft >= 72.5|trix_34_sft >= -0.022799,SHORT,Ret_12,13.273,0.9587,1654,90,0.8732,2.1596,0.6255,100.0,93.8,0.7386,0.6891
efficiency_200_sft >= 0.076947|slope_48_sft >= 0.101706,SHORT,SINTETICA_REVERSE,38.207,0.9731,884,98,0.8489,1.9967,0.6247,100.0,93.7,0.6524,0.6353
aroon_120_sft >= 72.5|adx_89_sft >= ema_55_sft|slope_48_sft <= 0.291314,SHORT,Ret_12,5.921,0.969,1654,83,1.1716,1.6325,0.6244,100.0,94.0,0.7106,0.6908
aroon_120_sft >= 72.5|trix_24_sft >= 0.000699,SHORT,Ret_12,11.695,0.951,1260,78,0.9927,1.8528,0.6203,100.0,94.8,0.7479,0.7524
slope_200_sft >= 0.084803|ema_48_sft >= ema_55_sft|adx_24_sft >= 10.770935,SHORT,SINTETICA_REVERSE,37.887,0.98,2861,79,0.8565,2.2807,0.6182,100.0,94.0,0.7223,0.586
aroon_120_sft >= 72.5|plus_di_21_sft <= 46.044819,SHORT,Ret_12,4.44,0.9809,1654,83,1.3116,1.4366,0.6175,100.0,94.1,0.7043,0.6806
aroon_120_sft >= 72.5|plus_di_24_sft <= 45.057404,SHORT,Ret_12,4.663,0.9812,1654,83,1.297,1.4497,0.6169,100.0,94.1,0.7086,0.6806
ema_200_sft >= 1.093778|minus_di_55_sft <= 25.032581,SHORT,SINTETICA_REVERSE,19.862,0.8918,2091,96,1.2735,1.6716,0.6162,100.0,96.3,0.6832,0.7324
linreg_120_sft >= 0.000244|ema_5_sft >= 1.089973|slope_48_sft <= 0.004626,SHORT,Ret_12,4.003,0.9432,2074,114,1.4228,1.4237,0.6161,100.0,90.0,0.6026,0.6125
aroon_120_sft >= 72.5|plus_di_120_sft <= 34.282555,SHORT,Ret_12,5.238,0.9769,1654,77,1.4141,1.3388,0.6148,100.0,94.8,0.7166,0.6837
trix_55_sft >= 0.02781|minus_di_144_sft <= 33.824123,SHORT,Ret_12,11.867,0.9785,2279,76,0.866,2.183,0.6142,100.0,92.4,0.6908,0.547
macdh_144_sft >= 0.000326|minus_di_89_sft <= 27.283876,SHORT,SINTETICA_REVERSE,33.357,0.969,1044,81,0.8767,1.9569,0.6127,100.0,92.0,0.749,0.6303
trix_55_sft >= 0.02781|adx_48_sft >= 9.407929,SHORT,Ret_12,8.392,0.9807,2279,95,0.8458,2.209,0.6098,100.0,90.9,0.6396,0.5447
trix_55_sft >= 0.02781|efficiency_55_sft <= ema_34_sft,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|adx_34_sft >= ema_144_sft,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|minus_di_120_sft >= 8.55,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_144_sft <= 3.58|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|linreg_24_sft <= 4.92,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|trix_48_sft >= 0.01754,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|efficiency_200_sft <= ema_8_sft,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
linreg_120_sft <= ema_24_sft|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
ema_89_sft >= -1.26|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|efficiency_24_sft <= 3.82,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
slope_8_sft <= 4.79|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|macdh_55_sft <= 6.7,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
slope_120_sft >= -5.8|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
adx_34_sft >= 6.53|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|ema_13_sft >= -3.44,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|macdh_34_sft <= 2.68,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
adx_48_sft >= ema_55_sft|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|linreg_144_sft >= -0.00032,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
adx_48_sft >= 7.433785|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_48_sft >= -0.015821|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
ema_13_sft <= 2.45|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|minus_di_89_sft >= ema_120_sft,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|ema_34_sft >= 0.62,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
slope_120_sft <= ema_24_sft|plus_di_34_sft >= -7.63|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
efficiency_48_sft >= -7.46|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
slope_144_sft <= 1.81|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|plus_di_48_sft >= 5.78,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|plus_di_120_sft >= 27.577505,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
macdh_8_sft <= ema_48_sft|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|ema_24_sft >= -7.07,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|slope_21_sft >= -8.36,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
ema_55_sft >= -7.04|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
adx_48_sft >= 7.433785|ema_120_sft <= ema_89_sft|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_5_sft <= Close_sft|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
linreg_24_sft >= -8.86|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|plus_di_13_sft >= Close_sft,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
macdh_34_sft <= ema_200_sft|trix_55_sft >= 0.02781|efficiency_55_sft <= ema_5_sft,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
slope_48_sft >= -9.57|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|macdh_13_sft >= -7.01,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|adx_21_sft >= 6.68,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
linreg_5_sft <= 8.84|trix_55_sft >= 0.02781|trix_89_sft <= Close_sft,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|plus_di_144_sft >= 28.044935,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|macdh_55_sft <= 3.83,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|trix_24_sft <= 3.97,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
plus_di_120_sft >= ema_24_sft|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
efficiency_144_sft <= ema_34_sft|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
slope_34_sft <= 3.62|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|linreg_200_sft >= -0.000144,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|efficiency_24_sft >= -7.14,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
ema_5_sft >= -5.33|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|plus_di_200_sft >= 7.82,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|adx_144_sft >= 3.534339,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|macdh_13_sft <= ema_24_sft,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_120_sft >= -4.37|linreg_8_sft <= ema_48_sft|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
adx_24_sft >= 5.1|trix_55_sft >= 0.02781|adx_120_sft >= ema_21_sft,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
minus_di_13_sft >= -9.76|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
minus_di_120_sft >= ema_5_sft|adx_48_sft >= ema_5_sft|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_8_sft <= 5.04|trix_55_sft >= 0.02781|linreg_89_sft >= -3.1,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
macdh_48_sft <= 3.02|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
minus_di_200_sft >= 1.37|trix_55_sft >= 0.02781,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_55_sft >= 0.02781|ema_200_sft >= ema_200_sft,SHORT,Ret_12,9.116,0.9808,2279,95,0.8328,2.2369,0.6091,100.0,90.9,0.6491,0.5447
trix_13_sft <= 0.130096|ema_144_sft <= 8.18|trix_89_sft >= 0.014626,SHORT,Ret_12,2.28,0.8572,3295,86,2.0,1.1908,0.6091,99.5,91.0,0.5636,0.6554
slope_144_sft >= -0.001972|adx_24_sft >= 26.658216,SHORT,SINTETICA_REVERSE,12.804,0.9621,1538,75,0.8649,2.0905,0.6084,100.0,92.7,0.6675,0.6448
trix_34_sft >= 0.051761|aroon_8_sft >= -87.5|ema_21_sft >= 1.089909,SHORT,SINTETICA_REVERSE,23.623,0.95,2266,86,1.2678,1.5703,0.6078,100.0,93.0,0.653,0.5242
adx_8_sft <= 59.808708|aroon_120_sft >= 72.5,SHORT,Ret_12,14.433,0.966,1654,87,0.8332,2.1701,0.6073,100.0,93.4,0.7477,0.6674
linreg_48_sft >= -0.001462|aroon_144_sft >= 61.111111,SHORT,Ret_12,2.453,0.9426,1807,99,1.4914,1.3172,0.6063,100.0,91.6,0.6336,0.6144
slope_200_sft >= -0.038545|macdh_34_sft <= -0.000824,SHORT,SINTETICA_REVERSE,3.334,0.8345,2616,139,1.7454,1.3453,0.6059,100.0,92.4,0.5995,0.5533
macdh_55_sft >= -0.001903|trix_48_sft >= 0.032528,SHORT,Ret_12,16.11,0.9701,2280,77,0.8811,2.1383,0.6058,100.0,92.4,0.7508,0.6061
aroon_13_sft >= -61.53846|aroon_89_sft >= 61.797752,SHORT,SINTETICA_REVERSE,9.041,0.9823,1304,77,1.137,1.5541,0.6055,100.0,91.9,0.6524,0.6862
plus_di_5_sft <= 57.492184|trix_55_sft >= 0.02781,SHORT,Ret_12,8.328,0.9768,2279,94,0.8963,2.0899,0.6054,100.0,90.9,0.6417,0.5447
slope_200_sft >= 0.084803|plus_di_144_sft >= 34.083591,SHORT,SINTETICA_REVERSE,47.907,0.9629,3108,80,0.9726,2.0434,0.6041,100.0,92.7,0.7216,0.6257
trix_55_sft >= 0.02781|aroon_13_sft >= -61.53846,SHORT,Ret_12,9.677,0.9777,2279,83,0.8948,2.0848,0.6036,100.0,91.8,0.6332,0.5548
trix_89_sft >= 0.014626|efficiency_34_sft <= 0.551054,SHORT,Ret_12,2.177,0.8665,3433,83,2.0,1.1713,0.6026,99.5,91.8,0.5711,0.6986
trix_89_sft >= 0.014626|linreg_5_sft <= 0.000846,SHORT,SINTETICA_REVERSE,2.797,0.8328,3656,98,2.0,1.2266,0.6019,99.9,91.8,0.5071,0.6563
trix_55_sft >= 0.02781|macdh_24_sft <= 0.002496,SHORT,Ret_12,9.116,0.9808,2279,95,0.8215,2.2313,0.6002,100.0,90.9,0.6491,0.5307
trix_55_sft >= 0.02781|adx_120_sft >= 4.733517|aroon_34_sft <= 76.470589,SHORT,Ret_12,8.404,0.9779,2279,91,0.8929,2.0754,0.5998,100.0,91.8,0.6508,0.5411
ema_5_sft >= 1.061037|plus_di_21_sft >= 36.343323|linreg_144_sft >= -2e-06,SHORT,SINTETICA_REVERSE,16.757,0.965,943,105,0.7389,2.2066,0.5996,100.0,91.8,0.6774,0.6754
aroon_120_sft >= 72.5|adx_200_sft >= 2.752116,SHORT,Ret_12,10.166,0.967,2304,80,1.0084,1.8808,0.5992,100.0,95.3,0.7413,0.7658
adx_24_sft >= 10.770935|trix_55_sft >= 0.02781,SHORT,Ret_12,9.559,0.9828,2279,93,0.8106,2.2473,0.5987,100.0,90.9,0.6587,0.5447
aroon_120_sft >= 72.5|ema_55_sft >= 1.062447,SHORT,Ret_12,11.369,0.9728,1654,83,0.9458,1.8853,0.5955,100.0,93.4,0.7276,0.7079
aroon_34_sft >= 1.84|adx_21_sft >= 29.287378,SHORT,SINTETICA_REVERSE,17.037,0.9789,1291,75,0.7925,2.1213,0.5951,100.0,92.0,0.6765,0.7082
linreg_5_sft <= 0.000846|linreg_200_sft >= 0.000164,SHORT,SINTETICA_REVERSE,2.966,0.9282,2760,95,1.6822,1.238,0.5949,100.0,91.4,0.5291,0.6073
ema_48_sft >= 1.091043|linreg_13_sft >= -0.002735|plus_di_34_sft >= 42.544918,SHORT,SINTETICA_REVERSE,12.488,0.948,2301,80,1.2024,1.617,0.5936,100.0,94.9,0.6239,0.6797
trix_89_sft >= 0.014626|adx_144_sft >= 5.212993,SHORT,Ret_12,2.29,0.8446,3398,76,2.0,1.1808,0.5929,99.8,91.0,0.5218,0.6354
trix_55_sft >= 0.02781|plus_di_89_sft >= 28.797562,SHORT,Ret_12,10.939,0.9822,2279,92,0.8044,2.2415,0.5927,100.0,90.9,0.6615,0.5447
efficiency_34_sft >= 0.106334|slope_200_sft >= 0.084803,SHORT,SINTETICA_REVERSE,46.273,0.977,2861,82,0.8444,2.2187,0.592,100.0,93.7,0.7156,0.6015
efficiency_200_sft >= 0.019254|plus_di_120_sft >= 36.354355,SHORT,SINTETICA_REVERSE,12.274,0.9092,3265,79,1.2987,1.6344,0.5913,100.0,93.3,0.6304,0.5892
adx_34_sft >= 20.49297|trix_34_sft >= -0.022799,SHORT,SINTETICA_REVERSE,9.067,0.9671,1814,77,0.8547,2.0853,0.5904,100.0,90.4,0.6705,0.6504
aroon_120_sft >= 72.5|plus_di_34_sft >= 25.365936,SHORT,Ret_12,15.253,0.9704,1654,83,0.8176,2.135,0.5902,100.0,93.4,0.7506,0.7083
plus_di_13_sft <= 50.28297|aroon_120_sft >= 72.5,SHORT,Ret_12,4.888,0.9847,1654,84,1.1515,1.5407,0.5895,100.0,93.6,0.72,0.6425
trix_24_sft >= 0.078235|ema_144_sft >= 1.093266,SHORT,Ret_12,6.577,0.9449,2306,77,1.2647,1.5368,0.589,100.0,94.0,0.6708,0.6655
slope_55_sft >= 0.263|aroon_120_sft >= -54.166668,SHORT,SINTETICA_REVERSE,33.984,0.9789,2722,84,0.8153,2.2555,0.5881,100.0,93.5,0.7404,0.7631
aroon_120_sft >= 72.5|slope_34_sft >= -0.396491,SHORT,Ret_12,12.598,0.9531,1654,84,0.8514,2.0815,0.586,100.0,93.4,0.7317,0.7079
trix_55_sft >= -1.2|macdh_5_sft <= 0.000835|aroon_120_sft >= 72.5,SHORT,Ret_12,4.332,0.9692,2108,79,1.3971,1.3423,0.5856,100.0,94.7,0.6809,0.732
aroon_120_sft >= 72.5|macdh_5_sft <= 0.000835|linreg_55_sft <= ema_200_sft,SHORT,Ret_12,4.332,0.9692,2108,79,1.3971,1.3423,0.5856,100.0,94.7,0.6809,0.732
trix_55_sft >= 0.014551|macdh_21_sft >= -8.1e-05,SHORT,SINTETICA_REVERSE,15.823,0.9769,1145,82,0.8553,1.9161,0.5839,100.0,93.0,0.6573,0.6233
macdh_55_sft <= 0.001748|trix_55_sft >= 0.02781,SHORT,Ret_12,6.289,0.9192,2293,92,1.1716,1.6792,0.5838,100.0,91.9,0.6166,0.5056
slope_200_sft <= ema_144_sft|trix_144_sft <= 0.009957|aroon_120_sft >= 72.5,SHORT,Ret_12,10.191,0.9663,1654,82,0.8736,1.9953,0.5827,100.0,93.4,0.7455,0.7079
aroon_144_sft >= 61.111111|efficiency_13_sft <= 0.611228,SHORT,Ret_12,2.734,0.96,1771,89,1.5278,1.2119,0.5826,100.0,91.9,0.645,0.7007
ema_120_sft >= 1.067437|aroon_120_sft >= 72.5,SHORT,Ret_12,11.089,0.9784,1654,80,0.9754,1.7821,0.5821,100.0,93.4,0.7259,0.7079
macdh_8_sft <= 0.000896|efficiency_120_sft >= 0.089593|linreg_48_sft >= 0.000477,SHORT,Ret_12,4.279,0.9746,3525,80,0.9676,1.9821,0.5812,100.0,94.0,0.6858,0.6358
aroon_55_sft <= 67.272728|plus_di_120_sft >= 36.354355,SHORT,SINTETICA_REVERSE,6.535,0.9209,3531,77,1.6146,1.3049,0.5805,100.0,94.2,0.5838,0.6416
linreg_89_sft >= -0.000755|minus_di_144_sft <= 28.860615|slope_55_sft >= 0.095442,SHORT,SINTETICA_REVERSE,77.179,0.9579,1175,80,0.8439,1.9701,0.5795,100.0,91.4,0.7065,0.6903
efficiency_8_sft >= 0.874644|linreg_120_sft >= 0.000244|ema_55_sft >= ema_144_sft,SHORT,Ret_12,11.032,0.9901,1856,82,0.8202,2.0789,0.5791,100.0,93.3,0.7141,0.7021
slope_24_sft >= -0.483713|aroon_120_sft >= 72.5|efficiency_89_sft <= 8.76,SHORT,Ret_12,10.361,0.951,1654,83,0.8622,2.0385,0.5791,100.0,93.4,0.7221,0.7079
adx_21_sft >= 29.287378|trix_21_sft >= 0.089627,SHORT,Ret_12,7.202,0.9513,1834,78,1.0059,1.7866,0.5755,100.0,93.5,0.6617,0.7017
ema_200_sft <= 1.195079|trix_55_sft >= 0.02781,SHORT,Ret_12,10.184,0.9793,2279,89,0.8056,2.1795,0.5753,100.0,90.9,0.6545,0.5447
ema_144_sft <= 1.195018|aroon_120_sft >= 72.5,SHORT,Ret_12,9.465,0.9673,1994,83,0.8822,1.9992,0.5752,100.0,93.4,0.7323,0.7079
