Entry,Side,Exit,PF,R2,Stag_Active,Trades,OER,UI,Health,Monkey,Monkey_OOS,XS_IS,XS_OOS
cmo_200_sft >= -3.075011|mom_120_sft >= 0.03876,SHORT,SINTETICA_REVERSE,39.992,0.9638,1715,121,1.1201,3.9871,1.4485,100.0,90.2,0.7131,0.7034
roc_120_sft >= 3.482884|mfi_55_sft <= 60.231335,SHORT,SINTETICA_REVERSE,21.957,0.9766,1715,123,1.2159,3.6431,1.4464,100.0,90.9,0.6648,0.68
mom_120_sft >= 0.03876|rsi_89_sft >= 47.183369|mom_120_sft >= 0.03876,SHORT,SINTETICA_REVERSE,39.988,0.9658,1715,124,1.0906,4.0676,1.4452,100.0,90.9,0.7138,0.6965
mfi_5_sft >= Close_sft|mom_120_sft >= 0.03876,SHORT,SINTETICA_REVERSE,29.563,0.9708,1715,132,1.0878,4.0487,1.4423,100.0,90.6,0.7021,0.6951
mfi_144_sft >= -4.74|roc_120_sft >= 3.31,SHORT,SINTETICA_REVERSE,34.058,0.9792,1715,130,1.0013,4.3225,1.4402,100.0,90.0,0.7173,0.6544
mfi_48_sft <= 55.505516|mom_120_sft >= 0.03876,SHORT,SINTETICA_REVERSE,16.583,0.982,1709,115,1.4993,2.9634,1.4386,100.0,91.5,0.6733,0.6962
rsi_8_sft >= Close_sft|mom_200_sft >= -0.0245|roc_120_sft >= 3.482884,SHORT,SINTETICA_REVERSE,32.252,0.9852,1715,114,1.1392,3.8101,1.4371,100.0,91.7,0.7034,0.6717
mfi_13_sft >= 25.196337|roc_120_sft >= 3.482884,SHORT,SINTETICA_REVERSE,27.018,0.9735,1715,128,1.2007,3.668,1.4349,100.0,91.7,0.6793,0.664
roc_120_sft >= 4.55,SHORT,SINTETICA_REVERSE,86.668,0.9716,1709,85,1.2496,3.5381,1.434,100.0,93.9,0.7191,0.7568
mom_120_sft >= 0.03876|force_144_sft >= -20.40661,SHORT,SINTETICA_REVERSE,43.387,0.9628,1715,119,1.1298,3.9113,1.4309,100.0,90.2,0.7124,0.7034
mfi_24_sft >= 49.206398|roc_48_sft >= 1.800875|mom_120_sft >= 0.01816,SHORT,Ret_12,11.223,0.9896,856,117,1.4095,2.8008,1.4243,100.0,91.0,0.695,0.692
mfi_120_sft >= Close_sft|force_120_sft >= -22.447802|mom_120_sft >= 0.03876,SHORT,SINTETICA_REVERSE,45.766,0.9639,1715,118,1.1204,3.9111,1.4215,100.0,90.2,0.7151,0.7034
roc_8_sft >= -4.77|mom_120_sft >= 0.03876|rsi_120_sft >= 49.823513,SHORT,SINTETICA_REVERSE,37.322,0.9545,1715,118,1.1842,3.7274,1.4115,100.0,91.0,0.7057,0.7093
roc_120_sft >= 2.19|mfi_144_sft >= 49.030098|cmo_48_sft >= Close_sft,SHORT,SINTETICA_REVERSE,20.104,0.9734,908,132,1.3929,2.8727,1.409,100.0,91.4,0.6473,0.6845
mom_120_sft >= 0.03876|roc_13_sft >= -2.11,SHORT,SINTETICA_REVERSE,35.383,0.9479,1715,122,1.1733,3.7677,1.405,100.0,90.9,0.7109,0.7017
roc_200_sft >= -2.157084|roc_120_sft >= 3.482884,SHORT,SINTETICA_REVERSE,33.732,0.982,1715,112,1.0834,3.9075,1.4029,100.0,91.7,0.7078,0.6712
mfi_120_sft <= 56.651295|roc_120_sft >= 3.482884|rsi_48_sft >= Close_sft,SHORT,SINTETICA_REVERSE,24.504,0.981,1715,120,1.1694,3.6448,1.4022,100.0,90.2,0.6877,0.6367
roc_120_sft >= 3.482884|mfi_120_sft <= 56.651295,SHORT,SINTETICA_REVERSE,24.504,0.981,1715,120,1.1694,3.6448,1.4022,100.0,90.2,0.6877,0.6367
roc_120_sft >= 2.65|cmo_144_sft >= 3.796188,SHORT,SINTETICA_REVERSE,35.431,0.9803,1451,119,1.2073,3.4523,1.3981,100.0,90.9,0.7065,0.7599
roc_144_sft <= -0.150765|mom_120_sft >= 0.01816,SHORT,Ret_12,8.225,0.9919,679,99,1.2996,2.8574,1.3976,100.0,92.9,0.7456,0.8059
mom_120_sft >= 0.03876|cmo_200_sft >= -0.418207,SHORT,SINTETICA_REVERSE,44.578,0.9643,1715,111,1.122,3.8266,1.3932,100.0,90.2,0.7176,0.6997
