Entry,Side,Exit,PF,R2,Stag_Active,Trades,OER,UI,Health,Monkey,Monkey_OOS,XS_IS,XS_OOS
adx_200_sft >= 6.826711|plus_di_48_sft <= 18.30854,LONG,SINTETICA_REVERSE,2.506,0.9687,1116,275,1.3597,1.137,0.5269,100.0,92.1,0.5358,0.5705
plus_di_55_sft <= 18.487869|macdh_48_sft <= -0.666817|adx_200_sft >= 6.826711,LONG,SINTETICA_REVERSE,4.779,0.8931,1116,127,1.2097,0.8123,0.3113,100.0,94.5,0.5703,0.6503
