Entry,Side,Exit,PF,R2,Stag_Active,Trades,OER,UI,Health,Monkey,Monkey_OOS,XS_IS,XS_OOS
adx_34_sft >= 26.935992|minus_di_8_sft >= 19.712099,LONG,SINTETICA_REVERSE,5.343,0.9692,1244,83,1.175,0.5312,0.2118,100.0,92.6,0.5821,0.6302
